Actual_Fantasy_Points,Predicted_Fantasy_Points,Absolute_Error,Percentage_Error
51,30.927477,20.07252311706543,39.357888464834176
6,46.35041,40.35041046142578,672.506841023763
-2,37.37936,39.37936019897461,1968.9680099487305
85,53.520573,31.479427337646484,37.03462039723116
0,41.777184,41.777183532714844,inf
0,7.4421577,7.442157745361328,inf
83,24.185856,58.814144134521484,70.8604146199054
8,47.049427,39.0494270324707,488.1178379058838
63,44.11813,18.88187026977539,29.97122265043713
0,32.537178,32.53717803955078,inf
40,53.271378,13.271377563476562,33.178443908691406
34,43.54283,9.542831420898438,28.06715123793658
79,39.221497,39.77850341796875,50.35253597211234
9,25.415274,16.415273666381836,182.39192962646484
0,49.31078,49.3107795715332,inf
30,34.64917,4.649169921875,15.497233072916666
45,39.2469,5.753101348876953,12.784669664171005
8,58.869488,50.86948776245117,635.8685970306396
45,49.567425,4.567424774169922,10.149832831488716
6,41.35894,35.35894012451172,589.315668741862
11,48.53324,37.533241271972656,341.2112842906605
33,41.946083,8.946083068847656,27.109342632871687
18,50.40977,32.40977096557617,180.05428314208984
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
63,31.929792,31.070207595825195,49.317789834643165
0,7.4421577,7.442157745361328,inf
38,38.761234,0.7612342834472656,2.0032481143349092
-3,39.71928,42.71928024291992,1423.9760080973306
32,61.880257,29.88025665283203,93.3758020401001
95,46.874516,48.125484466552734,50.65840470163445
0,7.4421577,7.442157745361328,inf
3,46.888126,43.888126373291016,1462.9375457763672
26,45.125572,19.125572204589844,73.55989309457632
27,27.395098,0.3950977325439453,1.4633249353479456
-4,37.836224,41.83622360229492,1045.905590057373
12,45.45388,33.453880310058594,278.7823359171549
50,39.40291,10.597091674804688,21.194183349609375
75,37.628437,37.37156295776367,49.82875061035156
0,7.4421577,7.442157745361328,inf
76,34.80505,41.194950103759766,54.20388171547338
0,7.590776,7.590775966644287,inf
16,51.68728,35.687278747558594,223.0454921722412
-2,42.79565,44.795650482177734,2239.7825241088867
60,40.45288,19.547119140625,32.57853190104167
6,47.36916,41.36915969848633,689.4859949747722
29,41.987846,12.987846374511719,44.785677153488685
20,46.324947,26.324947357177734,131.62473678588867
4,34.9578,30.957801818847656,773.9450454711914
67,41.307655,25.692344665527344,38.346783082876634
25,45.70274,20.702739715576172,82.81095886230469
93,65.34547,27.65453338623047,29.736057404548895
61,59.773872,1.2261276245117188,2.010045286084785
29,35.284218,6.284217834472656,21.669716670595367
22,38.568714,16.568714141845703,75.31233700838956
59,51.929443,7.070556640625,11.983994306144067
2,28.556868,26.556867599487305,1327.8433799743652
58,37.239258,20.7607421875,35.794383081896555
1,50.869576,49.86957550048828,4986.957550048828
0,7.4421577,7.442157745361328,inf
4,46.899452,42.899452209472656,1072.4863052368164
0,48.263496,48.26349639892578,inf
65,45.17305,19.826950073242188,30.50300011268029
42,50.910683,8.910682678222656,21.21591113862537
97,58.14969,38.850311279296875,40.051867298244204
54,52.65888,1.3411216735839844,2.4835586547851562
0,7.4421577,7.442157745361328,inf
7,7.4421577,0.4421577453613281,6.316539219447545
221,44.645763,176.3542366027832,79.79829710533176
68,38.00688,29.993118286132812,44.10752689137178
55,61.479317,6.479316711425781,11.780575838955967
0,7.4421577,7.442157745361328,inf
52,50.365837,1.6341629028320312,3.142620966984676
0,48.205967,48.20596694946289,inf
10,38.5065,28.506500244140625,285.06500244140625
11,32.321724,21.32172393798828,193.83385398171166
55,56.373447,1.3734474182128906,2.4971771240234375
70,48.951668,21.04833221435547,30.069046020507812
29,35.483868,6.483867645263672,22.35816429401266
108,35.31084,72.68915939331055,67.30477721602828
0,51.154606,51.154605865478516,inf
1,58.473225,57.47322463989258,5747.322463989258
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
7,47.286144,40.2861442565918,575.5163465227399
58,42.371517,15.628482818603516,26.945660032075025
0,37.948826,37.94882583618164,inf
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
95,46.3264,48.67359924316406,51.23536762438322
-2,46.04146,48.04145812988281,2402.0729064941406
89,59.17926,29.82073974609375,33.50644915291433
20,50.531235,30.531234741210938,152.6561737060547
0,7.4421577,7.442157745361328,inf
1,39.133774,38.13377380371094,3813.3773803710938
31,42.52794,11.527938842773438,37.18689949281754
0,7.4421577,7.442157745361328,inf
10,35.063393,25.063392639160156,250.6339263916016
15,7.4421577,7.557842254638672,50.38561503092448
23,39.851967,16.851966857910156,73.26942112134851
24,49.590637,25.59063720703125,106.62765502929688
52,7.4421577,44.55784225463867,85.68815818199744
0,7.4421577,7.442157745361328,inf
13,41.457832,28.45783233642578,218.90640258789062
9,41.51573,32.51573181152344,361.2859090169271
2,51.33081,49.330810546875,2466.54052734375
2,48.310394,46.310394287109375,2315.5197143554688
0,7.4421577,7.442157745361328,inf
33,49.82968,16.829681396484375,50.99903453480113
93,52.725765,40.274234771728516,43.30562878680485
193,29.287449,163.71255111694336,84.82515601914163
117,48.791183,68.20881652832031,58.29813378488916
37,49.817722,12.81772232055664,34.64249275826119
0,46.14438,46.144378662109375,inf
13,45.129272,32.1292724609375,247.14824969951925
21,47.825745,26.82574462890625,127.74164109002977
29,38.824924,9.82492446899414,33.87904989308325
6,38.835907,32.835906982421875,547.265116373698
91,35.65272,55.3472785949707,60.82118526919857
2,43.05192,41.05192184448242,2052.596092224121
70,48.636925,21.363075256347656,30.51867893763951
27,58.10339,31.103389739990234,115.19773977774162
0,7.4421577,7.442157745361328,inf
9,25.446774,16.446773529052734,182.74192810058594
6,62.215263,56.21526336669922,936.9210561116537
106,35.367157,70.63284301757812,66.63475756375294
27,47.736588,20.736587524414062,76.80217601634838
20,44.65286,24.65285873413086,123.2642936706543
0,7.4421577,7.442157745361328,inf
-3,23.87096,26.870960235595703,895.6986745198568
0,7.4421577,7.442157745361328,inf
9,7.4421577,1.5578422546386719,17.309358384874134
-2,46.941154,48.94115447998047,2447.0577239990234
108,42.805912,65.19408798217773,60.3648962797942
0,7.4421577,7.442157745361328,inf
121,47.128067,73.87193298339844,61.05118428380037
67,46.45281,20.547191619873047,30.667450178914997
21,52.917442,31.917442321777344,151.98782057989212
8,48.845123,40.845123291015625,510.5640411376953
0,7.4421577,7.442157745361328,inf
6,52.59296,46.592960357666016,776.5493392944336
2,37.22384,35.223838806152344,1761.1919403076172
15,36.292576,21.29257583618164,141.95050557454428
25,36.415497,11.415496826171875,45.6619873046875
13,52.915043,39.915042877197266,307.0387913630559
0,7.4421577,7.442157745361328,inf
0,39.02761,39.027610778808594,inf
5,47.2498,42.24980163574219,844.9960327148438
-2,51.1588,53.15879821777344,2657.939910888672
29,36.5017,7.501701354980469,25.867935706829204
62,54.511528,7.488471984863281,12.078180620747228
25,7.4421577,17.557842254638672,70.23136901855469
0,33.711765,33.71176528930664,inf
-2,32.425774,34.42577362060547,1721.2886810302734
53,58.396473,5.396472930908203,10.182024397940006
0,7.4421577,7.442157745361328,inf
25,34.935566,9.935565948486328,39.74226379394531
115,50.880093,64.11990737915039,55.75644119926121
0,7.4421577,7.442157745361328,inf
16,38.658855,22.658855438232422,141.61784648895264
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
2,57.4153,55.41529846191406,2770.764923095703
0,7.4421577,7.442157745361328,inf
26,62.00679,36.00679016113281,138.48765446589545
5,37.744846,32.74484634399414,654.8969268798828
30,37.08676,7.086761474609375,23.622538248697918
1,32.02755,31.027549743652344,3102.7549743652344
29,44.172657,15.172657012939453,52.31950694117052
31,42.012142,11.012142181396484,35.52303929482737
72,47.48854,24.511459350585938,34.04369354248047
4,43.46883,39.46883010864258,986.7207527160645
78,40.48067,37.51932907104492,48.101703937237076
3,7.4421577,4.442157745361328,148.07192484537762
0,7.4421577,7.442157745361328,inf
18,29.793148,11.793148040771484,65.51748911539713
0,7.4421577,7.442157745361328,inf
8,33.818325,25.81832504272461,322.7290630340576
54,40.73306,13.26694107055664,24.568409389919704
88,49.291576,38.70842361450195,43.98684501647949
24,34.929985,10.929985046386719,45.54160435994466
0,7.4421577,7.442157745361328,inf
0,7.4421577,7.442157745361328,inf
7,33.718067,26.718067169189453,381.68667384556363
23,48.422844,25.42284393310547,110.5341040569803
16,33.87256,17.87255859375,111.7034912109375
0,7.4421577,7.442157745361328,inf
11,58.30481,47.3048095703125,430.04372336647725
44,24.974216,19.02578353881836,43.240417133678086
41,44.212986,3.2129859924316406,7.8365512010527825
108,7.4421577,100.55784225463867,93.10911319873951
0,7.4421577,7.442157745361328,inf
62,44.26569,17.734310150146484,28.60372604862336
6,47.657375,41.65737533569336,694.2895889282227
31,37.057648,6.057647705078125,19.540799048639112
47,50.121628,3.1216278076171875,6.641761292802527
0,7.4421577,7.442157745361328,inf
8,37.435314,29.435314178466797,367.94142723083496
18,52.830376,34.83037567138672,193.50208706325955
52,38.720886,13.27911376953125,25.536757249098557
15,7.4421577,7.557842254638672,50.38561503092448
32,39.79567,7.7956695556640625,24.361467361450195
0,45.185844,45.18584442138672,inf
45,26.599743,18.400257110595703,40.88946024576823
0,7.4421577,7.442157745361328,inf
28,44.952557,16.952556610107422,60.54484503609794
168,50.31267,117.68732833862305,70.0519811539423
40,7.4421577,32.55784225463867,81.39460563659668
106,38.128006,67.87199401855469,64.03018303637235
113,42.63091,70.36909103393555,62.27353188843854
110,36.691982,73.30801773071289,66.64365248246627
0,60.980324,60.980323791503906,inf
0,7.4421577,7.442157745361328,inf
-2,47.82082,49.82081985473633,2491.0409927368164
0,7.4421577,7.442157745361328,inf
166,46.45369,119.54631042480469,72.0158496534968
0,7.4421577,7.442157745361328,inf
58,7.4421577,50.55784225463867,87.16869354248047
26,62.794605,36.79460525512695,141.51771251971905
0,7.4421577,7.442157745361328,inf
4,38.237144,34.237144470214844,855.9286117553711
41,45.963116,4.963115692138672,12.105160224728467
8,41.905087,33.905086517333984,423.8135814666748
-8,44.3777,52.37770080566406,654.7212600708008
25,41.453476,16.453475952148438,65.81390380859375
31,33.28658,2.286579132080078,7.3760617163873485
0,36.41914,36.41913986206055,inf
96,49.556076,46.44392395019531,48.37908744812012
0,7.4421577,7.442157745361328,inf
38,34.237473,3.7625274658203125,9.901388067948192
2,24.185856,22.185855865478516,1109.2927932739258
77,7.4421577,69.55784225463867,90.33486007095931
43,48.60479,5.604789733886719,13.034394729969112
0,34.97005,34.97005081176758,inf
0,44.56774,44.56774139404297,inf
0,7.4421577,7.442157745361328,inf
64,47.457233,16.542766571044922,25.84807276725769
0,7.4421577,7.442157745361328,inf
33,44.97708,11.977081298828125,36.294185754024625
155,51.001453,103.9985466003418,67.09583651634955
6,47.0688,41.06880187988281,684.4800313313801
190,37.979637,152.0203628540039,80.010717291581
87,61.410362,25.589637756347656,29.413376731434088
12,28.054974,16.054973602294922,133.79144668579102
43,38.840736,4.159263610839844,9.672706071720567
46,34.435364,11.56463623046875,25.140513544497285
33,47.48623,14.486228942871094,43.89766346324574
35,38.50139,3.5013885498046875,10.00396728515625
2,46.33082,44.33081817626953,2216.5409088134766
60,34.18547,25.814529418945312,43.02421569824219
83,52.439407,30.560592651367188,36.819991146225526
95,67.850845,27.149154663085938,28.578057540090462
13,38.11225,25.11225128173828,193.17116370567908
0,7.4421577,7.442157745361328,inf
35,49.649967,14.649967193603516,41.85704912458147
