match_id,actual_sum_fantasy_points,predicted_sum_fantasy_points,error,percentage_error
1326351,668,538.1227488347287,-129.87725116527133,19.4427022702502
1326857,1050,363.3526528479398,-686.6473471520602,65.39498544305336
1326859,944,610.5315923130353,-333.4684076869647,35.325043187178466
1326860,614,581.3317923781344,-32.66820762186558,5.320554987274524
1326863,1187,596.1544299395194,-590.8455700604806,49.77637489978775
1326864,915,661.9598967496877,-253.0401032503123,27.654656092930306
1326865,875,719.0698228534677,-155.9301771465323,17.820591673889403
1326867,833,604.9524652553935,-228.04753474460654,27.376654831285297
1326869,1110,685.4497140714434,-424.5502859285566,38.24777350707717
1326870,894,659.3074976715864,-234.69250232841364,26.251957754856107
1327509,947,702.3738773263447,-244.62612267365535,25.831691940195917
1327510,994,703.7601175601122,-290.23988243988777,29.199183344053093
1327511,656,779.4371678459778,123.4371678459778,18.816641439935637
1328485,652,458.14293847481207,-193.85706152518793,29.732678148034957
1328486,1003,511.7849406856026,-491.2150593143974,48.97458218488509
1328487,793,559.0793441563793,-233.9206558436207,29.498191153041702
1331365,1119,763.2272778389564,-355.7727221610436,31.793808950942232
1331366,1030,720.2953900862199,-309.70460991378013,30.068408729493218
1331367,925,725.420762814741,-199.579237185259,21.576133749757727
1331368,891,659.4954880459471,-231.50451195405287,25.98254904085891
1331369,908,721.5998474447673,-186.4001525552327,20.52865116247056
1331370,890,722.8070500217111,-167.19294997828888,18.785724716661672
1334412,736,637.6341213292699,-98.36587867073013,13.364929167218767
1334413,910,604.7258523762275,-305.2741476237725,33.54660962898598
1334414,829,609.9796920963855,-219.02030790361448,26.41982001249873
1336052,992,900.934964386558,-91.06503561344198,9.179943106193749
1336053,946,890.2719689155427,-55.72803108445726,5.890912376792522
1336054,1315,852.8069248737231,-462.1930751262769,35.14776236701726
1336055,1171,892.9308128978176,-278.06918710218235,23.746301204285427
1336077,1091,848.2740939822891,-242.72590601771094,22.24802071656379
1336078,1123,900.879308739152,-222.12069126084805,19.779224511206415
1336079,1159,908.457303599261,-250.54269640073903,21.617143779183696
1336083,647,730.1474000363592,83.14740003635916,12.85122102571239
1336084,378,699.2061184463167,321.20611844631674,84.9751636101367
1336085,1030,636.3977499831536,-393.60225001684637,38.21381068124722
1336129,1298,779.7574089177778,-518.2425910822222,39.9262396827598
1336130,485,837.4680150057839,352.46801500578385,72.67381752696575
1339595,1231,800.0473330666033,-430.9526669333967,35.00834012456512
1339596,1205,809.949939890983,-395.05006010901695,32.78423735344539
1339597,1335,820.4918233651456,-514.5081766348544,38.539938324708196
1339602,1322,679.4230687563507,-642.5769312436493,48.60642445110812
1339603,1091,788.5749686248023,-302.4250313751977,27.71998454401445
1339607,823,793.2451745324016,-29.75482546759838,3.6154101418710063
1339608,1283,794.0290528787095,-488.97094712129046,38.11153134226738
1339611,1058,699.2209474811849,-358.7790525188151,33.9110635651054
1339612,1128,772.4298611812023,-355.57013881879766,31.522175427198373
1339613,1134,844.2490450100596,-289.7509549899404,25.551230598760178
1339619,1075,746.6625934023604,-328.33740659763964,30.543014567222293
1339620,1072,721.0551672363281,-350.9448327636719,32.737391116014166
1339621,1109,762.1470944664102,-346.8529055335898,31.276186251901695
1339622,1157,775.3757489667775,-381.62425103322255,32.983945638135054
1339623,1279,852.0332414532951,-426.9667585467049,33.38285836956254
1340845,1043,698.5358095677026,-344.4641904322974,33.026288632051525
1340846,1161,733.9643088351154,-427.0356911648846,36.78171327862916
1340847,1306,773.446587043969,-532.553412956031,40.77744356478033
1341969,613,732.6148670194226,119.6148670194226,19.513028877556707
1341970,1039,726.2457488605498,-312.75425113945016,30.101467867127063
1341971,794,682.6911133179145,-111.30888668208547,14.0187514712954
1341972,1122,697.055411403704,-424.94458859629594,37.87384925100677
1341973,1094,701.8650058936155,-392.1349941063845,35.844149369870614
1341974,863,725.2790858332498,-137.72091416675016,15.958390981083447
1341975,960,655.2395544666346,-304.76044553336544,31.745879743058904
1341976,544,630.0190307215943,86.01903072159428,15.812321823822478
1341977,833,600.9097827876543,-232.0902172123457,27.861970853823014
1341978,1057,678.1057683660065,-378.8942316339935,35.84619031542039
1341979,1089,674.9779165383545,-414.0220834616455,38.018556791702984
1341980,644,659.1745229462363,15.174522946236266,2.356292382955942
1343683,964,572.8626541674606,-391.1373458325394,40.574413468105746
1343684,978,585.5425483737305,-392.4574516262695,40.128573785917126
1343685,770,613.1645402377277,-156.8354597622723,20.368241527567832
1343830,886,487.8008568290911,-398.1991431709089,44.943469883849765
1343831,890,574.3672153568449,-315.6327846431551,35.464357825073606
1343832,816,566.2245234272335,-249.77547657276648,30.609739776074324
1343833,1056,592.4877396483719,-463.51226035162813,43.89320647269206
1343834,872,547.6445773090413,-324.3554226909587,37.1967227856604
1343836,1000,606.4078930833134,-393.5921069166866,39.359210691668665
1343837,719,750.2647474825519,31.26474748255191,4.348365435681767
1343838,1015,616.8964782465465,-398.1035217534535,39.222021847630884
1343839,668,626.7685760372909,-41.23142396270907,6.172368856692975
1343840,758,650.8616638332649,-107.13833616673514,14.13434514073023
1343842,958,544.9104903346397,-413.0895096653603,43.1199905704969
1343844,883,673.2525407608509,-209.74745923914907,23.75395914373149
1343931,1041,726.6986037938185,-314.3013962061815,30.19225708032483
1343932,1038,750.2279614459773,-287.77203855402274,27.723703136225698
1343933,985,759.7925179604252,-225.20748203957476,22.86370376036292
1344503,973,553.4142309384439,-419.5857690615561,43.122895073130124
1344504,943,595.455357051164,-347.544642948836,36.85521134133998
1344505,1031,584.0616800336769,-446.9383199663231,43.34998253795568
1344506,697,553.2347951207356,-143.7652048792644,20.626284774643384
1345092,644,727.5394964319061,83.53949643190606,12.971971495637588
1345093,553,754.5346602051467,201.53466020514668,36.443880688091625
1345094,1133,685.5114799320704,-447.4885200679296,39.49589762294171
1347403,1051,689.407968616727,-361.592031383273,34.40457006501171
1347404,1089,751.35167478358,-337.64832521641995,31.00535585091092
1347405,1064,654.7286256553838,-409.2713743446162,38.465354731636864
1347406,1001,769.7165060774252,-231.28349392257485,23.105244148109374
1347407,741,724.1828894042001,-16.81711059579993,2.2695155999730003
1347408,895,739.821983445262,-155.17801655473795,17.33832587203776
1347409,883,812.061377883094,-70.938622116906,8.033819039287202
1347410,968,757.6583751907184,-210.3416248092816,21.72950669517372
1347412,859,719.7677219934934,-139.2322780065066,16.208647032189358
1347413,840,669.684193871688,-170.31580612831203,20.275691205751436
1347414,982,776.9323697707006,-205.06763022929943,20.882650736181205
1347415,854,713.7962722308354,-140.20372776916463,16.417298333625833
1347416,1129,728.5625196783952,-400.43748032160477,35.46833306657261
1347417,642,725.2930272720795,83.29302727207948,12.973991786928268
1347419,123,706.6449408114105,583.6449408114105,474.5080819604963
1347420,961,686.1528015672113,-274.8471984327887,28.600124706845854
1347421,825,702.0807409361088,-122.91925906389122,14.899304128956512
1347422,518,766.1492280327363,248.14922803273635,47.905256376976126
1347423,1029,670.1695122868889,-358.8304877131111,34.87176751342187
1347424,1114,653.5590854963912,-460.44091450360884,41.33221853712826
1347425,1125,470.2974101473019,-654.7025898526981,58.195785764684274
1347426,822,460.62879282745,-361.37120717255,43.962433962597316
1347427,751,606.5169020924639,-144.48309790753615,19.238761372508144
1347428,1107,703.6512455709634,-403.3487544290366,36.43620184544143
1347429,1074,606.4366746635261,-467.5633253364739,43.534760273414705
1347431,1074,676.9688050343537,-397.03119496564625,36.96752280871939
1347432,983,689.9642900421005,-293.0357099578995,29.810346892970447
1347433,747,711.7577805861624,-35.242219413837574,4.717833924208511
1347434,714,710.4096399254356,-3.590360074564387,0.502851551059438
1347435,867,683.5423860034578,-183.45761399654225,21.160047750466234
1347437,904,742.6972478232409,-161.3027521767591,17.843224798314058
1347438,236,670.0291479585358,434.02914795853576,183.9106559146338
1347441,321,707.3567691820977,386.35676918209765,120.36036423118306
1347442,730,684.3420395204039,-45.65796047959611,6.254515134191248
1347443,774,619.5204618615985,-154.4795381384015,19.958596658708203
1347444,885,753.1406987629791,-131.85930123702087,14.89935607197976
1347445,770,645.860627243513,-124.13937275648698,16.121996461881423
1347446,957,608.6706267588902,-348.3293732411098,36.39805363021001
1347447,1115,643.8213861568267,-471.17861384317325,42.258171645127646
1347448,1070,643.8982963307278,-426.1017036692722,39.822589127969366
1347449,965,729.6713074312772,-235.32869256872277,24.38639301230288
1347450,901,587.8878577825651,-313.1121422174349,34.751625107373464
1347451,1105,650.4799553787578,-454.52004462124216,41.13303571232961
1347452,970,667.2909815923888,-302.7090184076112,31.207115299753735
1347453,1110,767.272451156508,-342.72754884349195,30.87635575166594
1347454,855,644.4417653403523,-210.55823465964772,24.6266941122395
1347455,972,718.0295121395845,-253.97048786041546,26.128651014446035
1347456,933,611.1296132104147,-321.87038678958527,34.49843373950539
1347457,1074,743.7210948462651,-330.27890515373485,30.752225805748125
1347458,592,700.9101334042152,108.91013340421523,18.396981993955276
1347459,565,754.5099312423083,189.5099312423083,33.54158075085103
1347460,862,760.34021997504,-101.65978002496001,11.793477961132252
1347491,1041,725.5276106975986,-315.47238930240144,30.30474440945259
1347492,1178,748.6560293545768,-429.34397064542316,36.44685659129229
1347493,867,665.2053927392907,-201.7946072607093,23.275041206540866
1347494,1318,740.8776042520802,-577.1223957479198,43.78773867586644
1347495,614,554.0836494187948,-59.916350581205165,9.75836328684123
1347496,1300,822.3767237524748,-477.62327624752515,36.7402520190404
1347498,981,732.6133602573811,-248.38663974261885,25.31973901555748
1347499,1188,795.7960613952264,-392.2039386047736,33.013799545856365
1347500,923,740.3611102607979,-182.6388897392021,19.787528682470434
1347501,1469,752.0138835952602,-716.9861164047398,48.80776830529203
1347502,1029,791.9759169264745,-237.0240830735255,23.034410405590428
1347505,1201,799.2728105556025,-401.7271894443975,33.449391294287885
1347506,1016,819.3743838925831,-196.62561610741693,19.352914971202452
1347507,1098,807.0500822121045,-290.9499177878955,26.49817101893402
1347508,1059,720.9392930376955,-338.0607069623045,31.92263521834792
1347509,644,887.7733794535167,243.77337945351667,37.85300923191252
1347510,1032,779.9203485176008,-252.07965148239919,24.426322818061937
1347512,956,860.1578038241993,-95.84219617580072,10.025334328012628
1347513,1123,735.2745834137083,-387.72541658629166,34.52586078239462
1347514,1415,830.8851153152806,-584.1148846847194,41.280203864644484
1347515,1062,865.9338439292316,-196.06615607076844,18.46197326466746
1347516,1340,695.3569271223035,-644.6430728776965,48.10769200579824
1347517,1287,818.5096415629447,-468.4903584370553,36.40173725229645
1347518,1397,775.8038958589474,-621.1961041410526,44.466435514749655
1347519,1214,759.1055777469473,-454.89442225305265,37.470710235012575
1347520,1333,799.9046309216719,-533.0953690783281,39.99215071855424
1347521,1251,790.9236645339727,-460.07633546602733,36.776685488891076
1347522,1158,814.3014679895258,-343.6985320104742,29.68035682301159
1347523,1078,826.9382259289374,-251.0617740710626,23.28958943145293
1347524,1218,861.2687401673943,-356.7312598326057,29.288280774433968
1347525,623,848.5800449773916,225.5800449773916,36.20867495624263
1347526,934,843.75638444207,-90.24361555792996,9.66205734024946
1347527,1108,849.3088161767752,-258.69118382322483,23.347579767439065
1347528,1006,748.5237343779427,-257.4762656220573,25.594062189071305
1347529,1294,874.113144474385,-419.88685552561503,32.448752359011976
1347530,1130,910.9616698931193,-219.03833010688072,19.383923018308028
1347531,1115,708.5878868186353,-406.4121131813647,36.44951687725244
1347532,1042,847.2613663645511,-194.73863363544888,18.688928371924078
1347533,1139,774.3067941151081,-364.6932058848919,32.01871869050851
1347534,1341,866.0080761951584,-474.9919238048416,35.420725115946425
1347535,1086,857.4214181684512,-228.57858183154883,21.047751549866376
1347536,1188,710.1490990691325,-477.8509009308675,40.22313980899558
1347537,981,872.6025050719714,-108.39749492802855,11.049693672581911
1347538,1013,806.2809997255716,-206.71900027442837,20.406614044859662
1347539,689,744.7266348460771,55.726634846077104,8.088045696092468
1347540,839,777.1742238940112,-61.82577610598878,7.368984041238233
1347541,1134,828.3194961915019,-305.6805038084981,26.955952716798777
1347542,998,754.9875297373554,-243.01247026264457,24.349946920104667
1347543,534,820.6141923346232,286.6141923346232,53.673069725584874
1347544,1165,863.3630885518473,-301.63691144815266,25.891580381815675
1347545,1046,780.6438419288835,-265.3561580711165,25.368657559380164
1347546,893,885.1487199660048,-7.851280033995181,0.8792026913768399
1347547,1333,857.2752425336189,-475.7247574663811,35.68827887969851
1347548,796,710.196202516663,-85.80379748333701,10.77937154313279
1347549,1183,792.8630992194396,-390.1369007805604,32.97860530689437
1347550,880,705.1852841397205,-174.81471586027953,19.86530862048631
1347551,1211,841.8959939563365,-369.1040060436635,30.47927382689211
1347552,916,767.6704434018012,-148.3295565981988,16.19318303473786
1347553,1136,907.0478218138427,-228.9521781861573,20.15424103751385
1347554,853,760.9781271001192,-92.0218728998808,10.788027303620257
1347555,1277,854.0068583293167,-422.99314167068326,33.12397350592665
1347556,808,814.7214211496473,6.721421149647313,0.8318590531741724
1347557,1181,770.9319447386818,-410.06805526131825,34.72210459452314
1347558,1080,746.8693796070808,-333.13062039291924,30.845427814159187
1347559,1176,884.0745150438086,-291.92548495619144,24.82359565954009
1347560,1147,710.2058718409385,-436.79412815906153,38.08144099032795
1347561,1182,814.4036347512738,-367.5963652487262,31.099523286694264
1347562,1007,863.079933312952,-143.920066687048,14.291962928207349
1347563,750,876.3938840534554,126.3938840534554,16.852517873794053
1347564,1246,904.0454366078014,-341.95456339219857,27.444186468073724
1347565,573,921.8176273521318,348.8176273521318,60.87567667576471
1347566,748,898.7415528063292,150.7415528063292,20.15261401154134
1347567,1066,848.8176841219329,-217.18231587806713,20.373575598317743
1348326,941,802.0867124269786,-138.91328757302142,14.76230473677167
1348327,1145,808.1305242673025,-336.86947573269754,29.420914911152625
1348328,96,812.6340291493495,716.6340291493495,746.4937803639058
1348643,1324,752.8216247806009,-571.1783752193991,43.14036066611776
1348644,1024,790.89448683691,-233.10551316309,22.764210269833008
1348645,979,869.2467262410923,-109.75327375890765,11.210753192942558
1348646,1389,763.9465608773979,-625.0534391226021,45.00024759701959
1348647,653,807.7035554774583,154.70355547745828,23.691202982765432
1348648,1435,764.5999420618278,-670.4000579381722,46.717774072346494
1348656,936,853.8517492199635,-82.1482507800365,8.77652251923467
1348657,619,821.0527595242122,202.0527595242122,32.641802831052054
1348658,1226,794.530050945261,-431.469949054739,35.193307426977086
1351397,1032,897.9683440049523,-134.0316559950477,12.987563565411598
1351398,1141,935.3129565441692,-205.6870434558308,18.02691003118587
1351399,1148,899.3601974725598,-248.63980252744022,21.658519383923363
1355717,1154,781.131654670744,-372.86834532925604,32.31094846873969
1355718,599,828.377991483236,229.37799148323597,38.29348772675058
1355719,553,848.0014049014875,295.0014049014875,53.345642839328654
1358073,1312,710.81920272046,-601.18079727954,45.82170710972104
1358074,693,723.5774460366847,30.577446036684705,4.412329875423478
1358075,1122,711.0993334727672,-410.90066652723283,36.62216279208849
1358076,1041,744.1396890081792,-296.8603109918208,28.51684063322006
1358077,1115,630.7789867694728,-484.2210132305272,43.42789356327598
1358078,1057,757.6980471781836,-299.30195282181637,28.31617339846891
1358079,842,711.2471466631916,-130.75285333680836,15.528842439050875
1358080,749,646.86551507469,-102.13448492530995,13.636112807117485
1358082,1090,606.9967290987415,-483.0032709012585,44.31222668818885
1358083,941,736.0026953239754,-204.99730467602456,21.785048318387307
1358084,877,735.2547645844203,-141.7452354155797,16.16251259014592
1358085,685,744.6288165610486,59.62881656104855,8.704936724240664
1358086,1051,697.6100091781858,-353.3899908218142,33.624166586281085
1358087,1248,749.4526226558328,-498.5473773441672,39.94770651796212
1358088,1134,693.4311110327759,-440.5688889672241,38.850872042965094
1358089,1051,749.7037736404343,-301.2962263595657,28.667576247342126
1358090,601,757.4206151409934,156.4206151409934,26.02672464908376
1358091,909,631.199502571065,-277.80049742893505,30.56111082826568
1358092,1087,709.2954250801846,-377.7045749198154,34.7474309953832
1362379,1077,732.8273769862207,-344.17262301377934,31.95660380815036
1362380,1280,747.4096380125775,-532.5903619874225,41.608622030267384
1362381,911,820.1208492757927,-90.8791507242073,9.975757488936038
1364124,747,776.5843975134661,29.584397513466115,3.9604280473180875
1364125,1202,768.8003387618916,-433.19966123810843,36.03990526107391
1365092,1054,674.107041597807,-379.892958402193,36.04297518047372
1365093,1093,700.6004153448439,-392.3995846551561,35.90115138656506
1365095,1004,680.116075113554,-323.88392488644604,32.25935506837112
1365097,872,681.6596863340014,-190.34031366599856,21.828017622247543
1365098,1061,704.7977414126894,-356.20225858731055,33.572314664214005
1365099,1032,770.3395250078222,-261.6604749921778,25.354697189164515
1365100,1079,764.9020512674126,-314.0979487325874,29.110097194864448
1365101,942,717.803618714733,-224.19638128526697,23.80004047614299
1365102,1077,748.1464485926722,-328.8535514073278,30.53422018638141
1365103,1045,689.7128140168818,-355.2871859831182,33.99877377828882
1365104,1132,759.2521251956688,-372.7478748043312,32.9282574915487
1365105,1140,691.2803864371062,-448.71961356289376,39.36136961078016
1365106,976,689.9585791514392,-286.04142084856085,29.307522627926318
1365552,1207,729.828588299235,-477.171411700765,39.533671226243996
1367985,1208,772.0358019184514,-435.9641980815486,36.08975149681694
1368000,1015,769.2410701671507,-245.75892983284928,24.212702446586135
1368002,705,795.0709560096099,90.07095600960986,12.776022129022675
1368830,919,567.0164576375912,-351.9835423624088,38.300711900153296
1368831,928,548.6587166352322,-379.34128336476783,40.87729346603102
1368832,687,569.0960855577404,-117.90391444225963,17.162141840212463
1368849,363,506.45795091682726,143.45795091682726,39.52009667130228
