match_id,player_id,error_player,mae_player
1276907,8cf9814c,35.122057967879876,39.46298648076391
1276907,fe93fd9d,48.469106833147706,-1.0
1276907,a343262c,54.6721624407658,2733.6081220382903
1276907,85e0cf10,14.952715882801527,59.8108635312061
1276907,99b75528,2.197601372362321,6.104448256562003
1303310,e824e6ee,54.33783879883632,60.375376443151474
1303310,fc55ec67,61.852358961029324,58.351282038706906
1276907,7f048519,25.765590173320533,92.01996490471619
1276907,e9987a94,39.79719881960434,663.2866469934057
1276907,d6a7dd38,0.5371182186406318,-1.0
1276907,cad40f5e,36.78514466674903,334.41040606135476
1276907,2e0fcc58,9.36704325975337,-1.0
1276907,d1c36f5c,40.864374848356,2043.2187424178
1276907,271f83cd,21.930062561811198,274.12578202263995
1276907,85ec8e33,40.03860803735312,-1.0
1276907,57ee1fde,37.792454178141675,-1.0
1276907,740742ef,85.4675683062466,81.39768410118724
1276907,dbe50b21,43.649603967688215,-1.0
1276907,e087956b,55.48733737682221,2774.3668688411108
1276907,8db7f47f,26.90318780398365,269.0318780398365
1276907,919a3be2,3.662424675924548,15.260102816352283
1276907,20672246,0.5371182186406318,-1.0
1303310,9061a703,33.6251840488469,840.6296012211724
1303310,156c8fb1,0.5371182186406318,-1.0
1303310,cf494ffe,28.23817789039172,1411.908894519586
1303310,6ef13460,29.761048620707005,744.0262155176752
1303310,e957b38f,10.516511814395734,31.868217619381014
1303310,f02778d1,0.5371182186406318,-1.0
1303310,478a63e7,14.794266081049138,21.134665830070194
1303310,bd0a4a7d,15.624117904600375,50.40038033742057
1303310,e79a1fe3,0.5371182186406318,-1.0
1303310,bf74b130,80.39349546699589,89.32610607443988
1303310,9a46c4e5,20.003878147349276,37.74316631575335
1303310,48ad3373,29.669542847951938,494.492380799199
1303310,03521fd3,5.180869863316108,19.188406901170772
1303310,99cddc5e,57.606877201315584,57.606877201315584
1303310,a416c9c3,0.5371182186406318,-1.0
1303310,c9945bdf,29.03958665340641,39.24268466676542
1303310,59ea70a4,44.97495588713425,2248.7477943567123
1303310,dadbdb68,33.46288178135937,98.42024053340992
1303310,84fa5232,0.5371182186406318,-1.0
1303310,8afe73e2,29.583673099835313,1479.1836549917657
1303310,e38bce7a,59.37796135839402,51.633009876864364
1303310,2be41edb,31.57792522437331,1578.8962612186656
1303310,e84ac20c,37.38046499222843,46.72558124028554
1303310,e4a0deae,31.226450177930687,44.60921453990098
1303310,3979b5e0,11.144551195210013,58.65553260636849
