match_id,0
1336052,9.179943106193749
1336053,5.890912376792522
1336054,35.14776236701726
1336055,23.746301204285437
1336077,22.24802071656379
1336078,19.779224511206426
1336079,21.617143779183696
1336083,12.85122102571239
1336084,84.9751636101367
1336085,38.21381068124721
1336129,39.926239682759814
1336130,72.67381752696575
1347423,34.87176751342187
1347424,41.33221853712826
1347425,58.195785764684274
1347426,43.962433962597316
1347427,19.238761372508144
1347428,36.43620184544144
1347429,43.53476027341469
1347431,36.96752280871939
1347432,29.810346892970458
1347433,4.717833924208526
1347434,0.502851551059438
1347435,21.160047750466234
1347437,17.843224798314058
1347438,183.9106559146338
1347441,120.36036423118306
1347442,6.254515134191265
1347443,19.95859665870822
1347444,14.89935607197976
1347445,16.121996461881423
1347446,36.39805363021001
1347447,42.258171645127646
1347448,39.822589127969366
1347449,24.38639301230289
1347450,34.751625107373464
1347451,41.133035712329594
1347452,31.207115299753735
1347453,30.87635575166594
1347454,24.6266941122395
1347455,26.128651014446046
1347456,34.49843373950539
1347457,30.752225805748125
1347458,18.396981993955254
1347459,33.54158075085103
1347460,11.793477961132252
1347491,30.30474440945259
1347492,36.44685659129229
1347493,23.275041206540866
1347494,43.78773867586644
1347495,9.75836328684123
1347496,36.740252019040405
1347498,25.31973901555749
1347499,33.013799545856365
1347500,19.787528682470434
1347501,48.80776830529203
1347502,23.034410405590428
1347505,33.44939129428789
1347506,19.35291497120244
1347507,26.49817101893401
1347508,31.922635218347935
1347509,37.85300923191252
1347510,24.426322818061937
1347512,10.025334328012628
1347513,34.52586078239462
1347514,41.280203864644484
1347515,18.46197326466746
1347516,48.10769200579824
1347517,36.40173725229645
1347518,44.46643551474964
1347519,37.470710235012575
1347520,39.992150718554235
1347521,36.77668548889106
1347522,29.68035682301159
1347523,23.28958943145294
1347524,29.288280774433968
1347525,36.208674956242646
1347526,9.66205734024946
1347527,23.347579767439054
1347528,25.594062189071305
1347529,32.448752359011976
1347530,19.383923018308028
1347531,36.44951687725243
1347532,18.688928371924067
1347533,32.01871869050851
1347534,35.42072511594642
1347535,21.047751549866376
1347536,40.22313980899558
1347537,11.049693672581911
1347538,20.406614044859662
1347539,8.088045696092468
1347540,7.368984041238233
1347541,26.955952716798777
1347542,24.349946920104653
1347543,53.67306972558485
1347544,25.891580381815686
1347545,25.368657559380164
1347546,0.8792026913768399
1347547,35.68827887969851
1347548,10.779371543132775
1347549,32.97860530689437
1347550,19.86530862048631
1347551,30.47927382689211
1347552,16.193183034737846
1347553,20.15424103751385
1347554,10.788027303620257
1347555,33.12397350592665
1347556,0.8318590531741724
1347557,34.72210459452314
1347558,30.845427814159187
1347559,24.82359565954009
1347560,38.08144099032795
1347561,31.099523286694264
1347562,14.291962928207361
