Actual_Fantasy_Points,Predicted_Fantasy_Points,Absolute_Error,Percentage_Error
51,31.918486,19.081514358520508,-37.41473403631473
6,42.83962,36.83961868286133,613.9936447143555
-2,35.637062,37.637062072753906,-1881.8531036376953
85,50.885338,34.114662170410156,-40.13489667107078
0,38.655792,38.655792236328125,inf
0,7.4874964,7.487496376037598,inf
83,23.318127,59.6818733215332,-71.90587147172674
8,42.473362,34.47336196899414,430.91702461242676
63,48.390545,14.609455108642578,-23.189611283559646
0,31.781235,31.781234741210938,inf
40,51.053986,11.053985595703125,27.63496398925781
34,46.40368,12.403678894042969,36.48140851189108
79,39.853386,39.14661407470703,-49.552676043932955
9,26.362091,17.362091064453125,192.91212293836807
0,47.9676,47.96760177612305,inf
30,34.246754,4.246753692626953,14.155845642089842
45,50.371197,5.371196746826172,11.935992770724827
8,58.31711,50.317108154296875,628.9638519287109
45,52.01753,7.017528533935547,15.594507853190104
6,45.495354,39.49535369873047,658.2558949788411
11,46.649273,35.64927291870117,324.08429926091975
33,37.51367,4.513671875,13.67779356060606
18,48.686756,30.686756134033203,170.48197852240668
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
63,34.15952,28.84048080444336,-45.778540959433904
0,7.4874964,7.487496376037598,inf
38,34.983543,3.0164566040039062,-7.938043694747121
-3,37.555775,40.5557746887207,-1351.85915629069
32,60.20609,28.20608901977539,88.1440281867981
95,48.00263,46.997371673583984,-49.470917551141035
0,7.4874964,7.487496376037598,inf
3,44.063923,41.06392288208008,1368.7974294026694
26,45.3881,19.388099670410156,74.56961411696213
27,28.0607,1.060699462890625,3.928516529224537
-4,40.166534,44.166534423828125,-1104.1633605957031
12,44.30692,32.30691909790039,269.22432581583655
50,36.518032,13.48196792602539,-26.96393585205078
75,37.08934,37.91065979003906,-50.54754638671874
0,7.4874964,7.487496376037598,inf
76,34.917793,41.08220672607422,-54.05553516588712
0,2.7164605,2.7164604663848877,inf
16,47.173885,31.173885345458984,194.83678340911865
-2,42.89344,44.89344024658203,-2244.6720123291016
60,41.23909,18.760910034179688,-31.26818339029948
6,49.513107,43.51310729980469,725.2184549967449
29,44.591843,15.591842651367188,53.76497465988685
20,42.019558,22.01955795288086,110.0977897644043
4,36.80461,32.80461120605469,820.1152801513672
67,41.175446,25.824554443359375,-38.5441111094916
25,44.98647,19.986469268798828,79.94587707519531
93,67.247,25.75299835205078,-27.691396077473957
61,48.530834,12.469165802001953,-20.441255413117958
29,36.089012,7.089012145996094,24.444869468952046
22,36.26572,14.26572036743164,64.84418348832564
59,53.283768,5.7162322998046875,-9.68852932170286
2,27.528994,25.528993606567383,1276.4496803283691
58,38.67208,19.327919006347656,-33.32399828680631
1,46.670216,45.67021560668945,4567.021560668945
0,7.4874964,7.487496376037598,inf
4,46.900238,42.900238037109375,1072.5059509277344
0,47.784973,47.78497314453125,inf
65,43.282932,21.71706771850586,-33.41087341308594
42,50.543194,8.543193817138672,20.34093765985398
97,53.459137,43.540863037109375,-44.88748766712307
54,49.450977,4.549022674560547,-8.424116064001012
0,7.4874964,7.487496376037598,inf
7,7.4874964,0.48749637603759766,6.964233943394252
221,49.13928,171.86072158813477,-77.76503239282117
68,39.781563,28.21843719482422,-41.49770175709444
55,60.53546,5.53546142578125,10.064475319602273
0,7.4874964,7.487496376037598,inf
52,49.05966,2.940338134765625,-5.654496413010817
0,44.69979,44.699790954589844,inf
10,39.157707,29.15770721435547,291.5770721435547
11,31.309141,20.309141159057617,184.62855599143288
55,58.8235,3.8235015869140625,6.9518210671164775
70,45.92508,24.074920654296875,-34.39274379185268
29,32.506416,3.5064163208007812,12.091090761382004
108,36.813988,71.1860122680664,-65.91297432228372
0,50.121105,50.1211051940918,inf
1,56.85726,55.857261657714844,5585.726165771484
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
7,45.578724,38.5787239074707,551.1246272495815
58,42.750282,15.249717712402344,-26.29261674552128
0,41.81781,41.81781005859375,inf
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
95,44.566044,50.433956146240234,-53.088374890779185
-2,43.04859,45.04859161376953,-2252.4295806884766
89,56.350853,32.649147033691406,-36.684434869316185
20,61.347088,41.34708786010742,206.73543930053714
0,7.4874964,7.487496376037598,inf
1,36.104374,35.104373931884766,3510.4373931884766
31,39.625473,8.625473022460938,27.82410652406754
0,7.4874964,7.487496376037598,inf
10,38.12234,28.12234115600586,281.2234115600586
15,7.4874964,7.512503623962402,-50.08335749308268
23,39.518505,16.518505096435547,71.81958737580672
24,50.510143,26.510143280029297,110.4589303334554
52,7.4874964,44.5125036239624,-85.60096850762
0,7.4874964,7.487496376037598,inf
13,38.357998,25.35799789428711,195.061522263747
9,45.249203,36.249202728271484,402.7689192030165
2,52.251007,50.251007080078125,2512.5503540039062
2,50.560425,48.5604248046875,2428.021240234375
0,7.4874964,7.487496376037598,inf
33,50.687706,17.687705993652344,53.599109071673766
93,52.014137,40.985862731933594,-44.07082014186408
193,27.908794,165.09120559692383,-85.5394847652455
117,50.225918,66.77408218383789,-57.071865114391365
37,50.379505,13.379505157470703,36.16082474992082
0,46.029552,46.0295524597168,inf
13,46.04858,33.048580169677734,254.21984745905948
21,44.52961,23.52960968017578,112.04576038178944
29,41.364857,12.364856719970703,42.63743696541622
6,36.267174,30.267173767089844,504.45289611816406
91,36.235813,54.76418685913086,-60.18042511992402
2,42.646824,40.64682388305664,2032.341194152832
70,47.07513,22.924869537353516,-32.74981362479073
27,45.284035,18.284034729003906,67.71864714445891
0,7.4874964,7.487496376037598,inf
9,26.802013,17.802013397216797,197.80014885796442
6,57.204086,51.20408630371094,853.4014383951823
106,32.455547,73.54445266723633,-69.38155912003427
27,49.24893,22.248931884765625,82.40345142505787
20,46.78353,26.783531188964844,133.91765594482422
0,7.4874964,7.487496376037598,inf
-3,23.668957,26.668956756591797,-888.9652252197266
0,7.4874964,7.487496376037598,inf
9,7.4874964,1.5125036239624023,-16.80559582180447
-2,44.3495,46.3494987487793,-2317.474937438965
108,42.12132,65.87868118286133,-60.998778873019745
0,7.4874964,7.487496376037598,inf
121,51.450886,69.54911422729492,-57.478606799417285
67,43.967705,23.03229522705078,-34.3765600403743
21,53.80857,32.808570861816406,156.23128981817337
8,41.29706,33.29705810546875,416.2132263183594
0,7.4874964,7.487496376037598,inf
6,51.345425,45.34542465209961,755.7570775349934
2,36.17783,34.17782974243164,1708.891487121582
15,34.672592,19.672592163085938,131.1506144205729
25,37.62271,12.622711181640625,50.4908447265625
13,51.134087,38.13408660888672,293.3391277606671
0,7.4874964,7.487496376037598,inf
0,37.67461,37.67461013793945,inf
5,47.221478,42.22147750854492,844.4295501708984
-2,55.575645,57.575645446777344,-2878.782272338867
29,36.685673,7.685672760009766,26.50231986210264
62,59.707497,2.2925033569335938,-3.6975860595703125
25,7.4874964,17.512503623962402,-70.05001449584961
0,31.66821,31.668209075927734,inf
-2,29.28916,31.289159774780273,-1564.4579887390137
53,57.577118,4.577117919921875,8.636071547022405
0,7.4874964,7.487496376037598,inf
25,34.361904,9.36190414428711,37.44761657714844
115,50.902374,64.09762573242188,-55.73706585427989
0,7.4874964,7.487496376037598,inf
16,36.33128,20.331279754638672,127.0704984664917
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
2,59.050484,57.05048370361328,2852.524185180664
0,7.4874964,7.487496376037598,inf
26,61.128174,35.128173828125,135.10836087740387
5,37.97228,32.9722785949707,659.4455718994141
30,34.487762,4.487762451171875,14.959208170572916
1,30.668446,29.668445587158203,2966.8445587158203
29,42.61387,13.613868713378906,46.94437487372037
31,41.420677,10.420677185058594,33.6150876937374
72,51.051132,20.948867797851562,-29.09564971923828
4,40.614735,36.6147346496582,915.3683662414551
78,43.58072,34.419281005859375,-44.12728334084535
3,7.4874964,4.487496376037598,149.5832125345866
0,7.4874964,7.487496376037598,inf
18,27.877087,9.877086639404297,54.872703552246094
0,7.4874964,7.487496376037598,inf
8,32.86182,24.861820220947266,310.7727527618408
54,39.022232,14.977767944335938,-27.736607304325812
88,49.455925,38.54407501220703,-43.80008524114435
24,35.059147,11.059146881103516,46.07977867126465
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
7,36.6726,29.67259979248047,423.894282749721
23,47.34498,24.34497833251953,105.8477318805197
16,33.472282,17.47228240966797,109.2017650604248
0,7.4874964,7.487496376037598,inf
11,62.218246,51.21824645996094,465.62042236328125
44,23.444412,20.555587768554688,-46.71724492853338
41,43.97909,2.9790916442871094,7.266077181188072
108,7.4874964,100.5125036239624,-93.06713298515037
0,7.4874964,7.487496376037598,inf
62,44.290344,17.70965576171875,-28.56396090599798
6,48.275436,42.27543640136719,704.5906066894531
31,37.013912,6.013912200927734,19.399716777186242
47,43.747723,3.252277374267578,-6.919739094186336
0,7.4874964,7.487496376037598,inf
8,38.20297,30.20296859741211,377.53710746765137
18,46.437912,28.437911987304688,157.9883999294705
52,40.857597,11.142402648925781,-21.42769740178035
15,7.4874964,7.512503623962402,-50.08335749308268
32,37.763775,5.763774871826172,18.011796474456787
0,46.01007,46.01007080078125,inf
45,26.478455,18.52154541015625,-41.15898980034722
0,7.4874964,7.487496376037598,inf
28,48.11068,20.110679626464844,71.82385580880302
168,49.743484,118.25651550292969,-70.39078303745815
40,27.088125,12.911874771118164,-32.27968692779541
106,37.524845,68.47515487670898,-64.59920271387641
113,42.48765,70.51234817504883,-62.40030811951224
110,37.519447,72.48055267333984,-65.89141152121803
0,58.861248,58.86124801635742,inf
0,7.4874964,7.487496376037598,inf
-2,46.44392,48.44392013549805,-2422.1960067749023
0,7.4874964,7.487496376037598,inf
166,45.495026,120.50497436523438,-72.59335805134602
0,7.4874964,7.487496376037598,inf
58,7.4874964,50.5125036239624,-87.09052348959034
26,65.12316,39.12316131591797,150.47369736891528
0,7.4874964,7.487496376037598,inf
4,41.455353,37.455352783203125,936.3838195800781
41,46.35621,5.356208801269531,13.063923905535443
8,40.247677,32.247676849365234,403.09596061706543
-8,45.23249,53.23249053955078,-665.4061317443848
25,31.99569,6.995689392089844,27.982757568359375
31,30.289925,0.7100753784179688,-2.2905657368321575
0,31.718029,31.718029022216797,inf
96,47.12482,48.875179290771484,-50.91164509455363
0,7.4874964,7.487496376037598,inf
38,34.772434,3.2275657653808594,-8.493594119423314
2,23.318127,21.318126678466797,1065.9063339233398
77,7.4874964,69.5125036239624,-90.27597873241871
43,50.395535,7.395534515380859,17.198917477629905
0,36.22703,36.22703170776367,inf
0,42.213665,42.21366500854492,inf
0,7.4874964,7.487496376037598,inf
64,49.532307,14.467693328857422,-22.60577082633972
0,7.4874964,7.487496376037598,inf
33,46.223736,13.223735809326172,40.0719266949278
155,50.537647,104.46235275268555,-67.39506629205519
6,45.47427,39.47426986694336,657.9044977823894
190,38.566406,151.43359375,-79.70189144736842
87,55.820007,31.17999267578125,-35.83907204112787
12,28.821085,16.82108497619629,140.17570813496906
43,39.483253,3.5167465209960938,-8.178480281386264
46,38.032,7.967998504638672,-17.321735879649285
33,46.937325,13.937324523925781,42.23431673916904
35,38.876526,3.87652587890625,11.075788225446429
2,44.339523,42.33952331542969,2116.9761657714844
60,33.11663,26.88336944580078,-44.805615743001304
83,49.80564,33.194358825683594,-39.99320340443806
95,66.59801,28.401992797851562,-29.896834524054277
13,41.49083,28.490829467773438,219.1602266751803
0,7.4874964,7.487496376037598,inf
35,46.512783,11.51278305053711,32.89366585867746
7,32.748497,25.748497009277344,367.8356715611049
88,37.95016,50.04983901977539,-56.87481706792658
25,45.76904,20.769039154052734,83.07615661621094
0,31.117065,31.1170654296875,inf
91,46.25932,44.74068069458008,-49.16558318085723
43,38.871967,4.128032684326172,-9.600076010060866
20,43.48734,23.48733901977539,117.43669509887695
161,41.326378,119.67362213134766,-74.33144231760724
43,49.868046,6.868045806884766,15.972199550894803
24,40.589718,16.589717864990234,69.12382443745932
37,52.19214,15.192138671875,41.059834248310814
0,7.4874964,7.487496376037598,inf
6,50.511253,44.511253356933594,741.8542226155598
0,7.4874964,7.487496376037598,inf
0,7.4874964,7.487496376037598,inf
66,41.66824,24.33176040649414,-36.86630364620324
0,7.4874964,7.487496376037598,inf
92,46.57749,45.422508239746094,-49.372291564941406
8,27.689625,19.689624786376953,246.1203098297119
139,40.43854,98.56145858764648,-70.90752416377445
35,53.00034,18.00033950805664,51.429541451590396
0,7.4874964,7.487496376037598,inf
118,45.164684,72.8353157043457,-61.724843817242125
85,44.77557,40.224430084228516,-47.32285892262178
9,38.26442,29.264419555664062,325.16021728515625
56,41.826168,14.173831939697266,-25.310414178030832
27,39.59956,12.599559783935547,46.66503623679832
29,45.408638,16.40863800048828,56.58151034651131
47,49.744755,2.7447547912597656,5.8399038111909904
45,51.72994,6.729938507080078,14.955418904622395
0,7.4874964,7.487496376037598,inf
27,50.661953,23.66195297241211,87.6368628607856
33,30.657043,2.34295654296875,-7.099868312026516
8,33.292057,25.292057037353516,316.15071296691895
-2,56.258305,58.258304595947266,-2912.9152297973633
61,43.673183,17.32681655883789,-28.404617309570312
54,45.239094,8.760906219482422,-16.22390040644893
64,48.028996,15.971004486083984,-24.954694509506226
8,54.570637,46.57063674926758,582.1329593658447
26,50.84703,24.847030639648438,95.56550246018631
0,7.4874964,7.487496376037598,inf
48,55.957016,7.9570159912109375,16.577116648356117
0,28.501766,28.501766204833984,inf
21,57.23752,36.237518310546875,172.55961100260419
5,43.432667,38.43266677856445,768.6533355712891
0,7.4874964,7.487496376037598,inf
19,34.92002,15.920021057128906,83.78958451120478
50,34.10283,15.897171020507812,-31.79434204101563
0,44.320522,44.32052230834961,inf
64,49.099056,14.900943756103516,-23.282724618911743
-6,32.76593,38.76593017578125,-646.0988362630208
0,7.4874964,7.487496376037598,inf
105,37.151894,67.84810638427734,-64.61724417550224
63,49.339195,13.660804748535156,-21.683817061166916
25,31.42311,6.42310905456543,25.692436218261715
0,7.4874964,7.487496376037598,inf
5,31.637112,26.63711166381836,532.7422332763672
19,43.80542,24.805419921875,130.55484169407893
286,54.807278,231.19272232055664,-80.83661619599883
0,7.4874964,7.487496376037598,inf
27,40.104427,13.104427337646484,48.53491606535735
58,47.946487,10.053512573242188,-17.333642367658943
1,33.25344,32.253440856933594,3225.3440856933594
50,60.103798,10.103797912597656,20.207595825195312
49,59.581215,10.581214904785156,21.594316132214605
54,46.124035,7.875965118408203,-14.58512058964482
34,42.711807,8.711807250976562,25.622962502872245
2,45.97467,43.97467041015625,2198.7335205078125
67,42.545788,24.454212188720703,-36.498824162269706
81,41.237804,39.7621955871582,-49.0891303545163
7,59.89247,52.89247131347656,755.6067330496652
40,40.47549,0.4754905700683594,1.1887264251708984
42,33.331837,8.668163299560547,-20.63848404657273
13,7.4874964,5.512503623962402,-42.40387403048002
