match_id,player_id,actual_fantasy_points,predicted_fantasy_points,role
1276907,8cf9814c,89,53.87794203212013,Bowler
1276907,fe93fd9d,0,48.469106833147706,All-Rounder
1276907,a343262c,-2,52.6721624407658,All-Rounder
1276907,85e0cf10,25,39.95271588280153,Bowler
1276907,99b75528,36,38.19760137236232,Wicket-Keeper
1303310,e824e6ee,90,35.66216120116368,Wicket-Keeper
1303310,fc55ec67,106,44.14764103897067,Bowler
1276907,7f048519,28,53.76559017332053,All-Rounder
1276907,e9987a94,6,45.79719881960434,Bowler
1276907,d6a7dd38,0,0.5371182186406318,
1276907,cad40f5e,11,47.78514466674903,All-Rounder
1276907,2e0fcc58,0,9.36704325975337,Bowler
1276907,d1c36f5c,-2,38.864374848356,Batsman
1276907,271f83cd,8,29.9300625618112,Batsman
1276907,85ec8e33,0,40.03860803735312,Batsman
1276907,57ee1fde,0,37.792454178141675,Bowler
1276907,740742ef,105,19.5324316937534,Batsman
1276907,dbe50b21,0,43.649603967688215,All-Rounder
1276907,e087956b,-2,53.48733737682221,All-Rounder
1276907,8db7f47f,10,36.90318780398365,Bowler
1276907,919a3be2,24,27.662424675924548,Wicket-Keeper
1276907,20672246,0,0.5371182186406318,
1303310,9061a703,4,37.6251840488469,Bowler
1303310,156c8fb1,0,0.5371182186406318,
1303310,cf494ffe,-2,26.23817789039172,All-Rounder
1303310,6ef13460,-4,25.761048620707005,Batsman
1303310,e957b38f,33,43.516511814395734,All-Rounder
1303310,f02778d1,0,0.5371182186406318,
1303310,478a63e7,70,55.20573391895086,All-Rounder
1303310,bd0a4a7d,31,46.624117904600375,Bowler
1303310,e79a1fe3,0,0.5371182186406318,
1303310,bf74b130,90,9.606504533004111,Wicket-Keeper
1303310,9a46c4e5,53,32.996121852650724,Wicket-Keeper
1303310,48ad3373,6,35.66954284795194,Bowler
1303310,03521fd3,27,21.819130136683892,Batsman
1303310,99cddc5e,100,42.393122798684416,All-Rounder
1303310,a416c9c3,0,0.5371182186406318,
1303310,c9945bdf,74,44.96041334659359,All-Rounder
1303310,59ea70a4,-2,42.97495588713425,All-Rounder
1303310,dadbdb68,34,0.5371182186406318,Bowler
1303310,84fa5232,0,0.5371182186406318,
1303310,8afe73e2,-2,27.583673099835313,Batsman
1303310,e38bce7a,115,55.62203864160598,All-Rounder
1303310,2be41edb,-2,29.57792522437331,Batsman
1303310,e84ac20c,80,42.61953500777157,Bowler
1303310,e4a0deae,70,38.77354982206931,All-Rounder
1303310,3979b5e0,19,30.144551195210013,Wicket-Keeper
1322032,85d8110a,5,19.810682900685492,Batsman
1322032,f53b3e1d,29,51.35400668596529,Bowler
1322032,28131839,3,41.92507134759381,All-Rounder
1322032,8b261d84,18,24.93725647369377,Wicket-Keeper
1322032,1252f71a,23,31.825931255217647,Bowler
1322032,e21bc7f3,22,27.479400854318943,All-Rounder
1322032,82294960,8,28.947076406819495,Bowler
1322032,b410bd3d,60,47.43681981377723,Bowler
1322032,f43dd8c2,16,39.68981795024884,Bowler
1322032,1e2f3eae,0,0.5371182186406318,
1322032,70ced7f2,83,33.982783110942236,Bowler
1322032,1a3cc554,42,20.44416551598323,Batsman
1322032,1adb8ee8,81,39.94315640288512,Bowler
1322032,e3386c8a,64,33.140016799002034,All-Rounder
1322032,4957b300,29,41.73547388563666,Bowler
1322032,cd4d7695,9,25.02116428323781,All-Rounder
1322032,218c7eab,6,13.65058238452778,Bowler
1322032,9c376401,23,26.471980105590607,All-Rounder
1322032,dcbea954,109,21.685534545475743,Wicket-Keeper
1322032,e6789a88,0,0.5371182186406318,
1322032,1747ea18,28,34.258323518519276,All-Rounder
1322032,7c215d14,0,0.5371182186406318,
1322032,4ebc70ca,162,53.57088704330853,Bowler
1322032,ff014c34,4,24.107489796849187,Batsman
1322032,c4bc3b59,6,36.451314278188995,Batsman
1322032,34cb2f69,1,29.360865531569186,Bowler
1322032,281d4749,0,0.5371182186406318,
1317153,0404d43c,40,24.15703296269629,Wicket-Keeper
1317153,bb34fd31,29,45.67624028813289,Bowler
1317153,3b041a12,65,51.34275868531397,Batsman
1317153,977b841a,2,25.023455244409412,Batsman
1317153,1fc6ef83,17,35.26234562825142,Wicket-Keeper
1317153,20fbf68c,0,2.4771741065657427,Bowler
1317153,c5aef772,-2,47.73535946074022,Bowler
1317153,650d5e49,15,18.992799015030613,All-Rounder
1317153,d365d463,17,26.242795115633218,Wicket-Keeper
1317153,37654b75,101,5.5790002538647645,Bowler
1317153,3241e3fd,-4,40.95829487008825,Wicket-Keeper
1317153,64495506,0,0.5371182186406318,
1317153,0a8fce53,13,29.432777052754496,Bowler
1317153,8919756f,43,22.040429372328187,Bowler
1317153,1274d7ab,22,23.027288379911912,Batsman
1317153,5dee559a,0,0.5371182186406318,
1317153,bf1d7d3e,8,36.53040531883685,Wicket-Keeper
1317153,4d7f517e,10,44.29200913860568,Bowler
1317153,b0946605,4,39.90595648829209,Bowler
1317153,37138918,0,31.327849653867354,All-Rounder
1317153,7fca84b7,5,17.248756874960915,Batsman
1317153,c58b0108,134,49.0659788023284,Bowler
1317153,1ace56d4,0,0.5371182186406318,
1317153,d7f3b72f,0,0.5371182186406318,
1317153,75224f22,27,46.60851039927971,Bowler
1317153,73c18486,17,42.33293166914638,All-Rounder
1317153,97bdec3d,32,16.82578218683279,Bowler
1322033,34cb2f69,89,29.9772849783313,Bowler
1276908,8cf9814c,60,52.09229763790122,Bowler
1276908,fe93fd9d,44,49.4065741690986,All-Rounder
1276908,4017868f,0,0.5371182186406318,
1276908,740742ef,-8,20.712257646083646,Batsman
1276908,20672246,0,0.5371182186406318,
1276908,919a3be2,-2,25.81932138351118,Wicket-Keeper
1276908,0a476045,6,41.64043078708072,Batsman
1276908,271f83cd,38,28.84636272313108,Batsman
1276908,462411b3,60,45.606999033987606,Bowler
1276908,8db7f47f,199,35.80529828722302,Bowler
1322033,3c87f0c3,116,46.391768566567784,Bowler
1322033,8b261d84,53,25.317112149822133,Wicket-Keeper
1322033,1e2f3eae,0,0.5371182186406318,
1322033,f43dd8c2,48,41.93139366505449,Bowler
