match_id,batsman_id,batsman_name,bowler_id,bowler_name,runs_scored,balls_faced,runs_conceded,balls_bowled,4s,6s,wickets,gender,venue,date,match_type,wicket_type_1,wicket_type_2
63963,0c2730df,A Kumble,f44af07f,C White,4,8,4,8,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,8ba8195d,V Sehwag,f44af07f,C White,1,4,1,4,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,0c2730df,A Kumble,ddc0828d,A Flintoff,4,23,5,23,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,8b5b6769,Harbhajan Singh,dc0f5506,MJ Hoggard,6,21,6,21,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,8b5b6769,Harbhajan Singh,ddc0828d,A Flintoff,2,6,2,6,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,b6cd714f,Sarandeep Singh,ddc0828d,A Flintoff,1,12,2,11,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,b6cd714f,Sarandeep Singh,dc0f5506,MJ Hoggard,3,4,3,4,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,run out,
63963,bad31fac,J Srinath,dc0f5506,MJ Hoggard,2,3,2,3,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,bad31fac,J Srinath,ddc0828d,A Flintoff,0,2,0,2,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,ea42ddb9,ME Trescothick,8b5b6769,Harbhajan Singh,1,1,1,1,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
