player_id,player_name,batting_innings,bowling_innings,total_runs_scored,total_balls_faced,total_fours,total_sixes,total_catches,total_runouts,total_balls_bowled,total_dot_balls,total_wickets,total_LBWs/Bowled,total_runs_conceded,total_stumpings
13bee186,SC Cook,45,2,1366,2526,144,0,14,0,18,7,0,0,32,0
3fb19989,MA Starc,251,427,3200,5094,303,65,128,10,29096,19128,828,342,20874,0
3d8feaf8,MR Marsh,340,251,9382,10467,892,322,131,8,7874,4456,209,41,6608,0
e798611a,HM Amla,574,6,23190,35430,2606,152,242,12,61,37,0,0,39,0
33085ffb,D Elgar,289,80,10692,19066,1218,103,152,3,1632,860,42,12,1307,0
03806cf8,JR Hazlewood,135,324,695,1405,91,6,59,4,22513,15771,566,132,13993,0
30a45b23,SPD Smith,555,135,20708,29444,2057,262,411,33,3136,1599,79,17,2688,0
2e8994e7,JP Duminy,436,303,12102,14719,946,265,206,16,7710,3775,175,50,6649,0
a22fb7b5,PM Nevill,97,0,1607,3487,162,5,154,17,0,0,0,0,0,13
bd93fea4,PM Siddle,256,412,2841,5417,295,24,50,9,33947,25075,718,253,18637,0
3355b542,F du Plessis,579,27,19556,22742,1907,460,326,21,396,163,11,7,402,0
9ffd1ac1,T Bavuma,239,7,7125,10616,753,85,104,16,141,89,1,0,93,0
96a6a7ad,NM Lyon,240,376,1994,4011,242,19,72,6,44151,31823,755,198,22979,0
864c199e,AC Voges,170,51,5381,7657,541,32,83,5,887,394,21,3,790,0
372455c4,Q de Kock,582,0,19960,19083,2184,559,671,79,0,0,0,0,0,82
508a1ea7,SE Marsh,367,0,12966,17295,1358,236,129,7,0,0,0,0,0,0
cfe70281,VD Philander,166,216,2799,5237,288,47,32,4,15379,11412,340,104,8247,0
0b60eb09,KA Maharaj,188,289,2157,3038,232,54,70,7,18014,11734,436,149,11844,0
dcce6f09,DA Warner,701,21,26501,28162,2878,575,328,22,352,196,4,0,286,0
e62dd25d,K Rabada,218,425,1775,2901,190,42,111,12,22743,14268,773,190,17977,0
8fd1a8f5,DW Steyn,230,492,1909,3751,189,49,84,26,30074,19973,926,275,20947,0
331ea488,UT Khawaja,338,4,12488,20666,1422,101,129,6,24,14,0,0,13,0
7a5f232a,JA Burns,214,12,6204,10229,637,96,128,0,143,80,3,1,103,0
a9da7784,KJ Abbott,211,377,2445,4459,285,34,49,11,24513,17147,688,289,15840,0
9b4935c8,CJ Ferguson,194,0,4944,6269,512,62,75,3,0,0,0,0,0,0
087210b1,DJ Vilas,317,2,9089,10650,891,167,272,18,74,46,0,0,53,34
f048bb41,JM Mennie,48,61,640,1284,70,5,8,2,4450,3114,95,31,2772,0
bc773eeb,JM Bird,117,203,1033,1544,117,19,67,4,14608,10540,312,91,8772,0
218d4d78,MT Renshaw,226,69,6593,11183,702,90,122,3,1359,752,24,8,1110,0
afa7e784,MS Wade,402,16,10517,13256,993,237,348,44,309,181,4,1,234,38
a03bba42,T Shamsi,59,281,123,255,8,1,29,4,8120,3205,366,124,8841,0
ada15e88,PSP Handscomb,354,2,10981,16687,1127,92,305,10,66,32,0,0,81,21
44afbf2d,NJ Maddinson,210,40,5365,6700,530,158,89,6,528,232,15,2,508,0
e174dadd,Mohammad Amir,185,402,1554,2926,166,23,35,15,17896,10875,576,169,13881,0
a63775d6,Rahat Ali,44,86,174,447,22,3,15,4,5724,3781,122,34,3949,0
f2800ef3,Yasir Shah,110,168,1289,2467,141,15,39,5,17552,11680,337,147,10754,0
b3118300,Wahab Riaz,222,353,2022,2401,164,79,83,14,14606,7569,521,140,13462,0
7eae4418,Misbah-ul-Haq,337,1,11506,19483,920,214,141,18,24,7,0,0,30,0
211de69f,Azhar Ali,335,67,12153,25378,1239,55,102,9,1438,723,21,4,1149,0
2254ab79,Sarfraz Ahmed,302,2,7732,9016,702,66,359,37,16,7,0,0,21,70
50250426,Asad Shafiq,215,17,6550,12120,680,44,102,3,356,208,3,0,215,0
96a2336e,Sami Aslam,29,0,836,2064,87,4,7,0,0,0,0,0,0,0
8a75e999,Babar Azam,456,8,18594,20969,1936,246,212,11,90,61,2,2,46,0
33cb3411,Younis Khan,338,41,12343,20565,1143,101,197,21,842,498,11,4,603,0
5af743d0,Sohail Khan,43,78,430,539,44,17,8,3,3628,2048,94,23,3342,0
2cc557f8,Imran Khan,25,51,138,204,11,4,8,5,2409,1530,75,21,1810,0
ab965cad,HWR Cartwright,192,50,5291,7825,571,112,96,6,1557,1003,38,9,1123,0
2f26ac1a,Mohammad Rizwan,312,1,10856,11825,988,217,324,42,12,10,0,0,5,39
193ef196,Sharjeel Khan,95,0,2371,1902,264,117,19,0,0,0,0,0,0,0
3540beff,SNJ O'Keefe,62,129,513,943,51,7,30,2,5368,3121,152,42,3822,0
12b610c2,TM Head,383,167,13597,16135,1518,312,112,9,5042,2848,89,28,3845,0
9ab63e7b,Mohammad Hafeez,544,405,14890,18669,1550,298,185,19,13791,7475,321,137,9870,0
45eda7c8,CA Lynn,277,3,8106,5869,733,415,75,2,48,14,3,0,52,0
2911de16,Hasan Ali,164,297,1485,1506,110,88,58,16,13554,8000,488,176,11554,0
9cb8d7a6,Imad Wasim,255,358,3990,3357,360,114,85,15,8865,3686,357,121,9085,0
b681e71e,GJ Maxwell,563,429,14562,11255,1310,635,316,36,10013,4318,296,74,10036,0
3086f7a4,Mohammad Nawaz (3),65,102,834,957,63,24,43,2,2690,1282,98,39,2652,0
808f425a,JP Faulkner,214,289,3299,3172,215,107,78,14,8945,4050,424,109,9389,0
ded9240e,PJ Cummins,222,340,2693,4244,224,93,85,11,20775,13448,582,124,14777,0
fd2bf2a0,Umar Akmal,303,0,7459,7941,630,208,192,30,0,0,0,0,0,24
6834d1f2,B Stanlake,29,95,46,162,3,1,9,0,3036,1624,114,16,3112,0
086f5984,Junaid Khan,79,215,252,537,23,4,28,4,10911,6586,325,110,8542,0
64c34cd0,Shoaib Malik,611,392,16111,17292,1296,390,245,26,10348,4956,273,78,8693,0
14f96089,A Zampa,138,390,836,1178,68,8,50,3,13159,5474,538,193,13515,0
b8d490fd,AJ Finch,542,59,17308,16415,1677,575,248,15,694,284,15,0,713,0
a12e1d51,SL Malinga,188,481,1009,1520,92,36,58,31,20229,10260,755,319,18545,0
b970a03f,M Klinger,222,0,7624,8627,759,155,106,4,0,0,0,0,0,0
469ea22b,KMDN Kulasekara,176,283,1915,2778,157,52,75,30,13128,7822,358,138,10413,0
530b20e3,JRMVB Sanjaya,5,8,20,18,3,0,0,0,183,55,10,2,257,0
f78e7113,S Prasanna,130,149,1418,1245,91,96,42,6,4693,2104,127,46,4523,0
79aad751,PADLR Sandakan,49,88,225,511,26,0,21,2,4498,2164,111,28,3976,0
770494eb,DAS Gunaratne,62,54,1497,1992,141,18,23,4,1384,552,45,15,1366,0
32198ae0,MC Henriques,315,176,7202,8615,594,166,127,8,3622,1750,122,26,3506,0
cfad138c,CK Kapugedera,137,15,2671,3625,207,60,60,13,324,129,2,2,312,0
ff1e12a0,AJ Turner,191,73,3938,3657,291,137,106,4,853,343,33,6,903,0
45963d9e,N Dickwella,234,0,5952,7093,695,62,222,18,0,0,0,0,0,47
7ed9fd56,WU Tharanga,315,0,9323,12925,1105,86,78,12,0,0,0,0,0,2
5748e866,TD Paine,180,0,4328,7238,477,39,339,12,0,0,0,0,0,24
5a22d91c,EMDY Munaweera,52,26,802,778,92,24,8,1,407,142,12,5,459,0
7c7d63a2,AJ Tye,103,249,778,634,53,41,73,14,5883,2000,402,64,7803,0
bf7842c9,TAM Siriwardana,56,44,1121,1239,91,37,16,0,1186,590,29,11,1060,0
272d796e,BR Dunk,151,7,3300,2596,274,124,91,6,77,24,3,1,118,9
1ee08e9a,JA Richardson,65,127,742,896,74,14,36,2,5218,3111,196,56,4476,0
5d1e7582,BKG Mendis,368,12,11414,14459,1212,244,224,40,156,75,1,1,146,26
3ff033bb,MD Shanaka,232,148,4059,3822,304,188,75,12,2938,1310,104,18,3047,0
e84ac20c,MJ Henry,197,340,2553,2873,281,99,95,16,25154,17278,687,199,16614,0
a818c1be,TA Boult,198,487,1344,1919,128,58,159,14,29927,19776,855,271,21661,0
2f9d0389,LH Ferguson,105,268,711,1081,63,25,65,6,12741,7615,450,133,10718,0
94d7f855,C de Grandhomme,295,268,6791,6955,589,264,126,6,11948,8140,209,58,7254,0
5056011d,GJ Bailey,293,2,8261,9299,715,176,143,16,17,8,0,0,15,0
e4a0deae,MJ Santner,308,381,5926,7921,558,189,147,26,18717,11115,444,94,13407,0
9219eff0,JDS Neesham,345,347,7188,7249,683,223,177,6,9879,5018,343,76,10030,0
928670cc,BJ Watling,204,2,6465,13969,734,26,374,11,12,11,0,0,1,9
af2c687b,C Munro,447,91,12769,9964,1149,590,139,5,2031,1121,53,10,1672,0
2be41edb,MJ Guptill,594,36,19241,22655,1965,608,338,35,605,344,13,4,459,0
e824e6ee,TWM Latham,421,1,14639,24098,1538,155,330,19,13,8,0,0,5,19
d027ba9f,KS Williamson,570,163,22366,32361,2259,232,272,19,4227,2437,87,12,2981,0
13c35c9e,TG Southee,342,582,3686,4146,330,155,225,17,37745,25081,957,251,26602,0
03521fd3,HM Nicholls,249,3,8206,13544,867,58,122,11,18,12,0,0,10,0
c5326dd0,NG Jones,10,10,80,87,4,3,8,1,279,140,11,3,226,0
49dfe4a4,EJ Richardson,13,19,96,106,7,2,2,2,582,307,24,12,539,0
a2a0fa9a,C Dougherty,7,0,151,257,15,2,8,0,0,0,0,0,0,0
af28816c,TE Kane,55,58,1055,1105,80,55,18,3,1821,1017,71,18,1567,0
3f18724b,MC Sorensen,28,46,338,384,21,12,21,2,1421,736,64,18,1387,0
f3c786ea,LT Nelson,5,4,32,49,4,0,0,0,150,70,4,2,141,0
9018bf65,Mansoor Amjad,2,3,16,28,2,0,3,0,73,30,4,1,64,0
c021553e,FP McAllister,1,0,30,56,4,0,2,0,0,0,0,0,0,0
75e774bd,J Holmes,3,0,42,92,3,0,2,0,0,0,0,0,0,0
243431b5,KJ O'Brien,283,170,6606,6446,589,225,115,10,4673,2290,180,47,4449,0
99cddc5e,GH Dockrell,218,249,3927,4064,339,122,128,21,9333,5066,283,81,7448,0
92a9be81,Yaqoob Ali,3,10,5,9,0,0,5,0,313,163,16,8,267,0
547408c8,NL Smith,22,7,347,480,35,7,8,0,124,52,6,0,142,0
91f0792f,GJ Thompson,24,0,589,475,63,20,14,2,0,0,0,0,0,0
3c9b9153,PA Eakin,2,2,41,32,2,3,1,0,51,20,1,0,50,0
6232e1ed,GJ McCarter,27,49,229,249,20,9,12,0,1789,1033,55,14,1476,0
bd48593c,GE Kidd,8,12,36,64,3,0,3,0,438,214,13,2,440,0
64770caf,JB Tector,28,0,593,797,65,7,7,1,0,0,0,0,0,0
4aeeaa41,PS Eaglestone,1,1,2,7,0,0,0,0,61,33,0,0,56,0
c9945bdf,Simi Singh,109,121,2084,2313,175,60,34,3,3846,1930,153,43,3320,0
fd67a507,DI Joyce,7,0,121,175,19,0,3,0,0,0,0,0,0,0
d5bbb6a2,J Anderson,35,8,796,1185,90,8,9,0,126,78,2,0,85,0
b98cdbf0,AD Poynter,17,0,345,385,33,11,2,0,0,0,0,0,0,0
7f3ad1ed,SR Thompson,66,68,920,1151,84,20,44,5,1905,932,70,18,1857,0
7f87204d,SP Terry,28,0,648,1010,75,9,12,0,0,0,0,0,0,0
82038f80,J Barnes,3,8,18,17,2,1,3,1,213,99,8,1,269,0
183d6eaa,J Robinson,4,4,15,11,1,1,3,1,82,32,2,1,100,0
415e5c01,R Allen,15,21,72,127,1,1,11,2,449,199,18,6,434,0
e957b38f,AR McBrine,137,159,2576,3599,250,54,57,15,6922,3704,177,51,5541,0
c6b09326,S Campbell,8,43,40,89,3,0,8,0,811,370,25,6,848,0
2e2fe3e8,DP Hyatt,41,5,656,862,50,21,11,1,99,40,4,1,126,0
b16ddb79,W McClintock,38,3,511,512,43,27,11,1,64,20,2,0,92,0
3979b5e0,L Tucker,172,0,3992,3957,412,93,200,19,0,0,0,0,0,32
ab859427,DA Rankin,28,0,496,599,56,9,10,0,0,0,0,0,0,1
7c18b36c,M Marais,24,0,497,427,45,18,2,1,0,0,0,0,0,0
a124a56b,RL Dougherty,10,0,159,208,8,7,11,0,0,0,0,0,0,1
8c2aa0f9,PKD Chase,25,64,53,155,2,1,18,0,2673,1468,89,22,2529,0
869093c3,O Williams,2,2,100,94,11,2,1,0,42,20,1,1,44,0
8b054bba,AP Gillespie,18,2,275,351,28,7,3,0,19,6,2,0,22,0
de43472d,SA Britton,9,11,84,93,7,3,2,0,334,186,11,4,288,0
6e161a33,JNK Shannon,23,2,530,497,45,26,7,2,7,2,1,1,11,0
4992d6f6,ST Doheny,75,0,1901,2144,192,51,44,6,0,0,0,0,0,6
72b95896,A Dennison,13,1,224,288,24,3,5,1,1,1,0,0,0,0
c8065f31,SC Getkate,88,64,1541,1558,128,57,35,3,1668,733,84,26,1763,0
dec8e038,J Theron,48,105,212,273,16,6,26,8,2762,1109,141,64,3010,0
c962d3a5,GKR McKinley,4,7,59,70,4,2,2,0,264,127,6,1,264,0
6b64e7a3,J Mulder,16,32,167,199,8,6,13,0,1203,645,42,12,956,0
3147131e,Nathan Smith,5,7,23,30,0,0,1,2,283,167,12,2,213,0
7f92e0e7,A Austin,3,0,53,73,7,0,3,0,0,0,0,0,0,0
902b91d5,SM Bunting,2,2,18,10,3,0,1,0,95,62,1,0,64,0
6572b117,M Berry,0,1,0,0,0,0,0,0,60,31,0,0,44,0
d938b9c8,M Gilmour,3,0,39,44,5,1,3,0,0,0,0,0,0,0
51c90542,D Scanlon,6,12,19,40,0,1,3,0,401,202,14,3,388,0
b4402d8a,R MacBeth,22,42,164,205,17,3,5,0,1102,577,38,11,1156,0
f32d890a,PJ Malan,73,7,2117,3033,216,40,26,2,163,83,1,0,141,0
13d0b3d6,RS Second,31,0,637,587,52,14,23,4,0,0,0,0,0,2
7955eb15,RK Kleinveldt,145,198,2235,2124,232,93,47,3,10786,6916,290,88,8352,0
39181592,PE Kruger,53,35,912,743,87,36,34,2,466,125,31,4,661,0
462d7c62,D Paterson,92,184,507,736,52,17,32,6,11617,7748,320,125,7991,0
a757b0d8,KA Pollard,634,406,13905,10851,881,877,369,29,7092,2133,311,33,8619,0
e5437608,GF Linde,125,158,1862,1725,135,79,47,2,4717,2157,150,44,4807,0
36ea17c1,TL Moreki,13,28,37,119,3,0,3,3,828,447,25,9,826,0
91cd48e0,JF Smith,29,11,674,644,43,19,10,0,187,53,16,3,237,0
55f33b32,JL Ontong,54,19,811,828,49,20,34,6,373,164,10,2,429,0
d67d5f00,DA Miller,556,0,13928,11512,997,570,361,34,0,0,0,0,0,1
955e8e86,A Mgijima,28,14,345,275,23,11,22,2,197,57,13,4,252,0
4025c262,PJ van Biljon,63,0,1154,971,82,46,13,2,0,0,0,0,0,0
f8e6dbdd,DS Rosier,25,2,461,390,43,10,13,2,13,5,1,0,18,0
18c78b11,RE Levi,266,0,7589,7633,919,221,97,0,0,0,0,0,0,0
ed982dfa,TM Bodibe,20,0,200,212,8,6,11,1,0,0,0,0,0,0
d4eef961,M de Lange,136,231,1606,1574,132,84,52,3,12042,7223,346,93,10164,0
d7a57f75,D du Preez,17,28,133,96,8,5,7,1,581,257,27,7,747,0
97b0e4ff,SC van Schalkwyk,33,68,395,493,33,7,24,4,1727,656,87,14,2118,0
9ab2cc9b,C Tshiki,3,0,49,52,3,1,1,0,0,0,0,0,0,0
bf64dc29,KD Petersen,61,0,1592,2633,175,14,46,4,0,0,0,0,0,0
58f01d47,LM Zuma,3,13,7,8,0,0,0,1,202,60,8,0,320,0
8e6827f7,T Ntuli,3,18,7,13,1,0,8,0,233,70,10,5,295,0
9c9f8dbc,H Davids,101,34,2121,1829,199,70,20,0,362,97,10,1,484,0
a316d663,GC Viljoen,114,170,1229,1336,111,50,24,2,6728,3624,243,79,6569,0
0827b38d,TG Mokoena,22,0,304,327,24,6,5,0,0,0,0,0,0,0
9a2fc964,BC Fortuin,55,113,318,359,27,1,30,4,2524,988,121,44,2816,0
ede05b97,HG Kuhn,174,0,4603,5531,494,64,120,12,0,0,0,0,0,1
c96f6ac5,PWA Mulder,177,158,4429,5524,480,91,97,9,6955,4327,183,58,5262,0
59a7fc89,MQ Adams,27,0,387,364,32,9,10,0,0,0,0,0,0,1
52c0576c,MK McGillivray,4,5,39,31,1,1,3,0,86,29,4,2,147,0
7f8ecc51,AM Phangiso,44,140,336,450,23,8,36,7,3684,1484,157,64,3664,0
a7bc76a0,E Leie,11,47,29,38,4,0,6,1,960,312,50,11,1189,0
b8cc58c9,RR Hendricks,232,13,6985,6133,705,164,108,5,182,62,4,2,217,0
c3d35165,JA Morkel,193,238,3169,2575,219,171,64,18,5429,2236,224,55,6128,0
dce2019b,F Behardien,168,43,3707,3119,247,122,84,6,816,296,17,7,838,0
9948e262,HE van der Dussen,245,1,7738,8454,583,244,100,5,6,3,1,0,3,0
aa8d28ae,D Wiese,365,438,6617,6071,564,269,152,19,13863,7309,477,124,13078,0
f66f5343,DA Hendricks,15,0,182,201,12,1,10,2,0,0,0,0,0,0
f834dcfc,L Ngidi,75,199,286,541,26,9,36,3,7609,4232,313,63,7184,0
9d50c7e1,MP Siboto,22,104,80,108,5,0,21,7,2029,660,115,26,2682,0
ffd3fc37,S von Berg,23,43,178,240,17,4,7,2,1046,361,50,13,1141,0
055e8d7b,NJ van den Bergh,19,0,305,269,17,13,4,1,0,0,0,0,0,0
8836fcac,M Mosehle,68,0,1000,818,64,44,44,7,0,0,0,0,0,8
710dd98c,MN van Wyk,98,0,2781,2526,303,74,49,15,0,0,0,0,0,12
1e182ae2,BD Walters,8,41,43,33,4,1,9,1,702,273,25,4,909,0
afa78c3a,CS Delport,222,99,5187,4004,543,216,72,4,1533,447,63,11,1971,0
9df3a2f4,ACR Birch,27,60,200,179,13,7,10,6,1277,442,73,15,1700,0
4aad78d3,K Zondo,93,18,1867,2031,133,45,29,0,206,61,9,2,263,0
a81d6706,C Jonker,85,3,1709,1417,130,81,34,2,18,4,1,0,30,0
890b877d,VB van Jaarsveld,54,0,1108,998,73,40,15,0,0,0,0,0,0,0
8361e524,SSB Magala,48,93,426,361,30,21,16,2,2200,706,115,39,2926,0
9784fb60,K Nipper,6,6,45,84,3,0,2,0,54,14,1,0,76,0
e734d090,CN Ackermann,344,233,10196,14599,1110,130,197,13,7637,4235,168,52,6071,0
42172c3c,JT Smuts,146,127,3389,2894,355,104,28,3,2386,791,95,29,2666,0
27ca3a11,C Chetty,47,0,1003,871,84,27,13,1,0,0,0,0,0,0
179bea21,SSN Nqweni,5,9,38,38,2,1,5,0,87,21,7,1,117,0
ab6b1c45,AL Phehlukwayo,128,185,1551,1662,130,64,36,10,5283,2181,215,56,5732,0
8b248d88,R Frylinck,63,92,842,622,56,42,14,4,1963,688,111,31,2553,0
c995d726,CA Ingram,472,131,15014,16246,1565,445,160,6,3075,1385,81,24,2932,0
26d9937d,CJ Alexander,10,27,23,39,0,1,7,1,516,208,25,4,697,0
acee4cc4,Imran Tahir,142,512,802,1148,89,16,98,15,20493,10514,771,303,17702,0
2f873ad6,S Seyibokwe,12,0,196,197,16,7,2,0,0,0,0,0,0,0
016e5101,M Shezi,4,47,7,10,1,0,4,1,979,350,41,17,1251,0
235c2bb6,H Klaasen,235,7,6313,4748,454,312,161,27,72,18,1,0,101,31
1cb14aa4,CJ Dala,27,96,181,171,14,4,32,7,2012,701,119,23,2753,0
abd541e6,NM Serame,0,10,0,0,0,0,0,0,148,41,7,3,212,0
22b70cb8,LLL Sesele,4,0,23,45,2,1,1,0,0,0,0,0,0,0
a8e56914,D Olivier,81,137,469,1141,61,3,15,1,9226,6197,238,60,6763,0
a833f99c,JD Vandiar,32,0,567,514,57,14,5,0,0,0,0,0,0,0
7ec9711d,P Subrayen,30,73,239,205,7,14,14,5,1496,530,69,20,1667,0
d0db2e43,M Gqadushe,2,3,23,20,3,0,3,0,31,5,0,0,47,0
39f01cdb,KP Pietersen,454,99,16847,21351,1773,322,150,18,1947,1038,28,6,1588,0
01dc3ec0,P Botha,9,4,87,102,8,0,3,0,50,13,1,0,68,0
1d105638,M Budaza,8,21,6,21,1,0,2,2,428,156,29,7,543,0
51355a30,LC Ngoepe,49,3,720,611,54,26,9,3,31,10,3,2,54,0
f25cebec,C Fortuin,38,0,598,577,57,17,29,4,0,0,0,0,0,5
23638956,SR Harmer,286,392,4274,7399,427,72,220,8,30440,21309,717,260,17835,0
04a5b56e,OA Ramela,16,0,351,323,28,8,2,0,0,0,0,0,0,0
df5a6881,DP Conway,272,0,10478,12997,1249,176,132,5,0,0,0,0,0,10
3a60e0b5,WD Parnell,227,363,3157,3840,298,72,79,19,12399,6361,501,139,12668,0
01698fee,Z Pongolo,9,23,110,97,8,3,16,1,304,73,17,3,430,0
d9092a19,DJ White,3,0,42,50,3,0,0,0,0,0,0,0,0,0
d1305df0,AGS Gous,59,0,1445,1143,140,68,27,5,0,0,0,0,0,7
a467273e,RJ Engelbrecht,3,8,14,16,1,1,0,0,119,52,6,1,184,0
90d6cdea,TB de Bruyn,113,8,2582,2736,252,75,38,5,151,76,1,0,144,0
537f5ab2,DL Piedt,26,53,258,669,24,3,10,1,3017,1823,59,17,2267,0
6a26221c,AK Markram,291,122,8789,9979,961,189,162,5,2276,1053,63,19,2153,0
c50bfbc2,A Myoli,3,12,5,7,0,0,2,0,172,47,4,0,254,0
a83c44b8,A Gqamane,33,55,237,202,18,9,29,8,727,228,40,12,1046,0
cba5185d,AR Swanepoel,26,25,274,254,26,7,17,1,402,98,18,4,589,0
11614d87,D Pretorius,163,215,2354,2066,179,111,43,5,5177,2108,230,56,5993,0
b847829f,LL Mnyanda,2,0,30,20,4,0,2,1,0,0,0,0,0,0
6e6fb538,JL du Plooy,246,48,7558,10034,775,142,111,3,1196,680,14,4,922,0
704af8eb,MN Erlank,5,3,38,62,3,0,0,1,120,74,8,1,85,0
3bf40832,GL Cloete,54,0,952,891,116,19,32,4,0,0,0,0,0,9
7bc29ffb,CA Dry,8,13,31,31,5,1,3,2,206,76,8,1,299,0
1b42a100,BS Makhanya,55,15,769,682,58,23,19,3,180,42,2,0,256,0
a82eb3fb,TP Ura,134,1,3519,3347,339,139,51,7,6,1,0,0,12,0
9ff7f691,SF Burger,47,53,956,1580,70,13,27,3,2263,1367,52,14,1499,0
e64c10dd,VV Morea,21,0,547,869,48,6,6,2,0,0,0,0,0,0
bb134e5c,JJ Smit,116,103,2452,2751,143,130,57,7,3822,2049,142,37,3190,0
6b4593ee,L Siaka,111,28,1744,2064,154,40,65,4,508,270,20,4,424,0
e85d03d6,BM Scholtz,76,169,465,832,34,4,19,4,6618,3911,224,85,4532,0
e8511411,SJ Baard,94,8,2643,3047,264,51,40,1,254,143,5,0,188,0
9f308dfc,JP Kotze,98,0,1882,2145,184,68,50,7,0,0,0,0,0,5
72e60730,A Vala,141,112,4264,5173,362,88,70,6,3050,1578,106,36,2360,0
8716233e,ZE Green,88,0,1516,2009,147,24,99,18,0,0,0,0,0,19
9a95bebb,S Bau,119,60,2499,3378,212,50,45,5,1371,717,38,11,1169,0
915264c2,HN Ya France,40,41,512,600,55,15,12,1,1001,544,21,6,828,0
8dc305e7,C Peake,3,6,19,47,3,0,1,1,253,133,3,1,203,0
9db20c92,D Bau,12,0,224,355,19,1,10,0,0,0,0,0,0,2
e16e7347,CG Williams,95,51,2504,2772,204,61,29,3,1643,890,60,12,1302,0
5be810ba,MD Dai,38,40,681,903,56,9,15,2,1620,929,35,16,1147,0
47e20f64,NRP Scholtz,29,16,474,664,33,14,7,2,404,191,14,2,363,0
9920dd86,CA Soper,75,95,962,1717,47,9,19,1,3778,2183,125,53,2867,0
6a685375,JB Reva,27,37,264,413,25,3,19,3,1095,567,41,17,947,0
a36915ce,N Vanua,106,120,1479,1616,72,89,35,7,4396,2277,166,55,4003,0
7516045a,WT Gavera,11,21,42,88,5,1,2,0,655,336,24,4,612,0
094942b3,W van Vuuren,5,0,110,280,13,0,2,0,0,0,0,0,0,0
5af592d2,G Snyman,32,27,723,873,73,24,1,2,1311,674,39,13,1064,0
3c87f0c3,JN Frylinck,96,101,1607,1789,125,29,49,3,3166,1562,124,30,2733,0
b2e1d224,G Malla,124,3,2944,3845,278,60,66,10,20,10,1,0,22,2
d99cc23a,T van der Gugten,190,290,2506,4093,272,51,51,10,17885,12028,467,164,12270,0
defd49f6,AK Mandal,18,0,363,510,35,7,6,0,0,0,0,0,0,0
37312a74,Mudassar Bukhari,43,60,424,478,30,12,11,5,1976,1081,82,27,1731,0
3de06845,S Vesawkar,63,14,1343,1965,91,23,20,3,367,186,12,6,284,0
96503059,Ahsan Malik,16,44,55,77,4,1,17,5,1322,582,77,19,1311,0
05c2ca46,RE van der Merwe,289,388,4287,4294,363,127,165,23,12649,6087,457,169,11331,0
12c3ba4d,P Khadka,94,84,2573,2746,257,82,51,5,2517,1505,70,19,1812,0
3c4007d3,Sagar Pun,34,38,427,738,45,5,10,1,1046,563,35,7,771,0
4557dc54,PA van Meekeren,83,176,372,490,27,11,49,3,6250,3023,239,57,6267,0
b03db6fa,MJG Rippon,152,163,3315,5896,330,37,41,5,9513,5948,237,86,6893,0
0d677597,W Barresi,102,5,2332,2575,248,44,64,6,82,38,6,3,105,15
ee3ad356,R Rijal,2,0,9,13,0,0,0,0,0,0,0,0,0,2
82342b13,B Bhandari,76,0,1178,1367,96,42,59,4,0,0,0,0,0,18
1adb8ee8,Sompal Kami,107,167,1215,1599,94,29,42,9,5657,3067,229,88,5177,0
98d05440,B Regmi,39,77,249,462,18,1,17,4,3057,1872,137,52,2008,0
f53b3e1d,Karan KC,91,148,1039,958,66,71,34,9,4581,2451,207,47,4418,0
b410bd3d,S Lamichhane,78,218,607,770,45,12,34,10,7311,3747,393,165,6601,0
18261c22,SJ Myburgh,78,3,1885,1982,219,49,15,4,28,7,0,0,33,0
634a7b21,BN Cooper,89,0,2137,2409,231,48,50,0,0,0,0,0,0,0
1e25b5bf,C Carter,21,0,391,688,48,3,18,2,0,0,0,0,0,7
753b5a2d,NN Odhiambo,76,97,729,915,80,14,11,10,3504,1923,101,19,3312,0
d5ae21a2,KD Shah,61,37,1154,1436,91,27,15,1,776,375,33,7,785,0
eb4f9c61,LN Oluoch,52,84,448,476,38,14,15,3,2409,1293,101,25,2185,0
fbb657bb,Babar Hayat,118,2,3504,3877,270,147,54,9,42,31,0,0,20,0
c6e10e5c,NK Patel,64,63,1033,1290,97,22,19,3,2124,1089,79,29,1726,0
c07a1f41,NM Odhiambo,68,73,960,1295,68,17,15,5,2157,1133,84,19,2016,0
49118dc7,SO Ngoche,92,133,1034,1079,73,39,36,6,4104,2216,185,60,3430,0
7fa6bd8e,RR Patel,134,80,3807,3852,328,163,88,6,1856,920,64,16,1544,0
e3eb9e46,Nizakat Khan,136,30,3224,3101,279,105,72,2,574,281,24,8,512,0
5680f1ad,CO Obuya,147,70,3869,4650,303,130,75,17,2027,974,67,20,1747,0
552b228c,Anshuman Rath,84,27,2415,2721,224,27,30,3,699,384,26,10,545,0
ca92a578,IA Karim,94,0,2626,3716,240,31,113,8,0,0,0,0,0,34
5f5ca1a7,Tanwir Afzal,49,56,674,817,49,34,10,1,1964,1183,57,27,1612,0
7081491e,AA Obanda,103,0,2494,2802,276,81,19,5,0,0,0,0,0,0
023f6b02,Nadeem Ahmed,29,62,152,288,13,2,20,2,2469,1435,102,34,1956,0
f6c2659d,Aizaz Khan,103,117,1379,1573,93,40,23,8,3179,1458,137,35,3253,0
d3851cd8,Ehsan Khan,68,108,551,736,33,17,21,7,3473,1774,181,94,3086,0
9048c17e,DM Gondaria,46,20,1064,1032,98,42,16,2,469,245,10,2,398,0
