player_id,player_name,batting_innings,bowling_innings,total_runs_scored,total_balls_faced,total_fours,total_sixes,total_catches,total_runouts,total_balls_bowled,total_dot_balls,total_wickets,total_LBWs/Bowled,total_runs_conceded,total_stumpings
56ab442f,NM Coulter-Nile,97,170,829,740,58,43,49,5,4813,2050,236,49,5553,0
dcf81436,S Kaul,20,114,48,80,3,0,12,3,3046,1273,152,38,3749,0
2f49c897,Mohammed Siraj,87,233,323,624,30,6,61,10,9609,5746,311,103,8392,0
f19ccfad,Washington Sundar,111,168,1866,2165,164,51,41,3,4856,2386,166,54,4403,0
b51f72a5,SS Agarwal,5,9,15,14,1,0,1,0,164,57,10,2,196,0
b822e99c,NB Singh,2,9,1,3,0,0,1,0,189,94,18,2,154,0
f10e94c4,AD Nath,44,8,790,698,69,19,19,0,102,19,5,1,142,1
119678fd,KV Sharma,76,123,889,727,64,41,33,3,2722,985,123,26,3433,0
f18ba07f,Ankit Soni,3,6,7,9,0,1,1,0,112,37,4,1,145,0
acc1aeda,SP Jackson,45,0,1130,898,99,48,35,4,0,0,0,0,0,6
afe3355a,AR Bawne,15,0,235,192,19,9,6,1,0,0,0,0,0,0
69be866a,Anureet Singh,22,45,202,202,14,11,13,1,935,330,44,11,1285,0
5fa06777,IK Pathan,206,268,3592,4188,327,97,52,17,11175,6199,361,115,9991,0
9fc0ef64,PJ Sangwan,22,60,126,127,15,3,16,4,1313,503,72,9,1776,0
6eb146d2,Gurkeerat Singh,63,16,1199,974,111,45,35,3,228,72,8,1,261,1
39a2dfa8,R Tewatia,95,78,1606,1167,145,70,54,4,1251,394,53,11,1577,0
709b0bac,SS Tiwary,106,1,2199,1875,167,76,38,7,6,3,0,0,8,0
41eb4a4f,R Vinay Kumar,75,174,670,677,45,24,47,21,4540,1913,225,39,5522,0
4125d931,J Suchith,29,58,274,225,23,10,32,7,1209,392,54,13,1506,0
eef2536f,Avesh Khan,26,118,111,101,9,6,23,7,2835,1139,160,39,3752,0
f986ca1a,HV Patel,74,153,998,717,101,54,32,12,3350,1081,219,40,4712,0
dded65e7,IR Jaggi,26,0,672,532,74,14,9,2,0,0,0,0,0,0
dbd79036,HASD Siriwardene,91,94,1423,2114,137,10,14,4,2927,1336,97,31,2547,0
44d0e8af,HHC Gunaratne,6,16,15,26,2,0,3,1,435,233,19,9,358,0
4958ad5f,PG Raut,60,1,1899,3162,209,6,13,5,18,5,0,0,17,0
907c51ab,JL Gunn,102,143,1299,2261,115,11,46,8,5130,2974,187,51,3673,0
e6f36f83,SJ Taylor,148,0,3933,4268,472,5,77,20,0,0,0,0,0,72
9714e764,Kainat Imtiaz,26,22,245,426,19,0,2,3,574,242,15,4,596,0
2d42b539,F Walters,2,1,16,48,1,0,0,0,16,5,2,1,15,0
639000b6,CN Nation,101,4,1507,2334,136,12,16,1,74,32,3,3,81,0
4e7aa570,MR Aguilleira,55,0,665,1041,50,5,28,16,0,0,0,0,0,23
1f7825dd,SF Daley,28,35,261,423,21,2,6,3,954,484,41,15,835,0
a49985e6,A Mohammed,66,114,404,857,37,1,33,13,3534,1686,133,33,2963,0
42d9dd09,ASS Fletcher,83,135,596,851,50,1,21,4,3685,1687,153,52,3171,0
c29ada99,SC Selman,49,114,218,430,10,0,44,11,3045,1565,102,29,2461,0
2f9a6bd1,SS Connell,57,138,170,324,12,2,25,5,3649,1872,110,21,3250,0
d85a1960,Kyshona A Knight,83,2,1152,2036,114,5,26,7,26,6,0,0,32,0
98d4cb14,R Boyce,19,0,129,290,13,1,7,3,0,0,0,0,0,4
d6164dc0,Q Joseph,32,41,409,487,46,8,11,4,1042,533,40,9,811,0
e429f443,Marina Iqbal,29,6,398,661,35,2,15,0,80,29,2,2,97,0
552f664a,Kycia A Knight,102,0,1551,2404,147,12,35,14,0,0,0,0,0,16
badd245f,AK Peters,12,11,28,81,1,0,3,1,184,83,4,1,174,0
cdb82f1c,S Ecclestone,180,289,1755,1923,151,56,73,22,10621,6232,484,223,8170,0
b43f7a6a,AR Patwa,67,5,1558,1604,185,42,18,5,95,43,2,1,100,0
1c5c3dce,IO Okpe,47,53,513,575,22,13,11,3,1092,543,59,15,1005,0
b4a310c6,S Khalifa,8,1,61,125,9,1,3,0,63,48,1,0,22,0
0c8e89cc,OA Olympio,10,8,102,147,3,7,4,1,204,126,11,2,129,0
abee08c7,JO Adedeji,46,19,716,930,58,17,19,4,406,226,14,7,313,0
b7db83eb,Jitin Singh,29,14,390,580,49,1,5,2,251,132,17,8,256,0
f74b682b,AJ Ayannaike,24,0,173,303,12,3,14,2,0,0,0,0,0,1
dd596e73,HH Abdallah,10,2,164,417,7,1,4,2,96,51,5,3,56,0
715dbf27,CN Onwuzulike,27,9,374,397,28,15,13,3,348,218,10,3,242,0
e6581a17,CM Akachukwu,12,18,79,95,4,1,5,1,310,115,15,7,360,0
c25d26dc,Sulaimon Runsewe,45,3,771,904,65,7,25,8,49,22,2,0,46,2
2765b981,Azeez Salako,5,2,31,96,2,0,0,0,36,21,1,0,23,0
687e9b96,OJ Bejide,8,4,169,253,11,2,0,2,73,40,1,1,66,0
49be2f58,KN Mussa,9,10,148,167,11,6,3,1,284,161,16,1,245,0
a5dfcd4b,SJ Ally,7,8,103,142,5,4,2,0,265,163,7,2,148,0
397462b9,A Dagar,8,8,133,179,6,7,2,2,421,269,13,9,230,0
780d1997,RK Kiseto,17,25,85,242,4,0,9,1,624,328,21,6,627,0
847b4bdd,HA Chohan,24,30,178,139,13,9,4,1,718,367,33,12,664,0
34e36b65,AM Kimote,43,63,322,390,24,7,19,4,1185,523,71,31,1305,0
a94c2947,N Mapunda,12,1,103,284,11,0,18,2,7,2,1,0,9,6
811785d2,O Olaleye,12,0,151,246,13,2,2,0,0,0,0,0,0,0
2adda76b,Muhammad Hashim,3,1,6,21,0,0,0,0,36,27,1,1,14,0
6efdad14,F Baleri,15,0,223,319,21,5,21,1,0,0,0,0,0,2
5a970aab,L Lamin,31,9,383,469,23,13,7,1,254,132,3,1,214,0
a8529363,S Ateak,13,0,304,367,31,5,3,0,0,0,0,0,0,0
38702fb5,I Kamara,16,14,130,307,5,2,2,3,440,255,24,9,310,0
13501ff4,Mohamed Khan,8,9,76,80,11,1,1,1,316,183,12,7,230,0
69caf2be,G Ngegba,24,21,395,566,33,4,5,2,605,327,28,11,477,0
25f3c28e,I Komba,5,1,32,82,1,0,5,1,7,1,1,0,8,0
a1448a10,JK Vifah,33,7,443,496,42,9,5,1,112,43,6,1,115,0
bc3fc527,SK Awiah,35,17,525,852,44,7,14,4,332,142,25,7,336,0
34ab1e6e,A Gbla,23,18,174,213,11,6,8,2,467,207,31,13,446,0
d701081f,JH Mensah,13,0,168,147,18,5,6,1,0,0,0,0,0,1
c6614fc0,DNA Ankrah,9,11,148,187,9,5,1,1,295,193,15,5,160,0
bc69a6d3,PK Ananya,12,1,124,209,11,2,6,1,36,21,0,0,18,0
65a60be7,V Ateak,10,18,37,74,3,0,1,1,671,450,27,11,381,0
98614193,IKO Aboagye,15,16,147,189,8,8,2,2,611,379,27,4,386,0
20e085c6,M Mansaray,6,0,40,121,0,0,9,2,0,0,0,0,0,2
5fe3709e,G Bakiweyem,23,40,118,151,5,0,14,2,982,524,44,22,864,0
f96c020f,JO Adotei,1,1,1,14,0,0,1,0,6,3,0,0,9,0
d7acab5d,J Bangura,27,0,298,532,22,1,14,9,0,0,0,0,0,5
1befb550,J Brewah,3,0,21,98,2,0,0,0,0,0,0,0,0,0
3f8915a0,E Kamara,9,2,122,193,12,1,5,2,45,17,1,0,42,0
56aee1ce,O Compagnie-Coker,3,0,14,39,1,0,0,0,0,0,0,0,0,0
a8236b69,R Mosweu,6,0,77,193,5,1,7,0,0,0,0,0,0,1
06bcb7e6,T Nyirongo,4,5,35,58,3,0,1,1,137,86,2,0,87,0
21549344,K Motlanka,31,6,802,931,87,12,13,1,74,33,8,3,78,1
bb225778,Gladson Kandela,4,4,50,97,1,0,0,0,132,82,3,0,85,0
3b2dc884,G Kandela,5,4,80,99,10,2,5,0,242,152,9,2,128,0
b7f70e36,K Modise,10,7,150,198,15,8,1,1,207,104,8,0,185,0
f70e7767,J Zimba,4,4,100,151,6,3,1,0,154,92,5,4,90,0
90ddee48,I Master,14,3,146,224,8,0,7,2,33,7,2,0,56,0
06989091,Javid Patel,5,5,69,82,3,5,0,0,242,134,8,1,175,0
4393e047,R Nehonde,34,26,635,766,51,9,15,1,534,262,26,7,492,0
456397e5,T Perera,18,2,300,394,31,6,11,1,19,2,0,0,37,0
5d291b8e,SA Patel,5,0,20,38,2,0,3,0,0,0,0,0,0,0
492c17f0,JWN Moses,15,9,126,186,9,5,7,0,217,125,11,3,157,0
c4ff0618,H Patel,39,29,704,854,74,11,9,0,810,417,25,8,645,0
22993306,A Nsensha,5,0,54,173,3,0,4,0,0,0,0,0,0,0
08df0bd3,A Rangaswamy,12,18,73,120,4,2,2,0,535,332,27,8,379,0
4833efb4,N Master,7,10,78,102,5,1,6,0,324,195,14,3,210,0
18ae55e4,T Tshose,23,25,204,194,10,11,17,2,575,298,28,3,522,0
a96b36af,D Maisuria,13,30,58,112,0,1,7,1,751,423,68,15,643,0
4b9daf40,M Mvula,4,1,4,50,0,0,2,1,29,16,1,0,19,0
4962bfc5,J Chinunga,5,0,53,154,5,0,0,0,0,0,0,0,0,0
246b220c,I Mwaba,5,0,58,151,2,0,2,2,0,0,0,0,0,2
30d16066,U Friday,1,0,0,10,0,0,0,0,0,0,0,0,0,0
e4f13acd,A Mene-Ejegi,13,15,132,106,13,6,4,3,367,188,16,6,356,0
51e0e79f,AS Abioye,3,8,7,21,0,0,3,0,209,108,13,7,162,0
6949f713,MK Anafie,12,11,106,141,7,6,2,0,306,173,10,3,243,0
afe8ff08,M Aboagye,18,20,127,233,6,0,4,1,431,197,17,6,395,0
6b3f9bb7,KD Kamania,5,0,132,261,9,2,0,0,0,0,0,0,0,0
6cd3a166,B Williams,3,3,4,15,0,0,0,0,38,22,1,0,36,0
7fe9a7e6,Y Jalloh,9,0,45,108,4,0,5,0,0,0,0,0,0,0
b19b1ed8,K Omala,2,2,10,36,0,0,0,0,13,6,0,0,16,0
5d9ebb3c,Z Abbasi,11,5,135,128,18,3,4,0,69,43,4,1,40,0
008a024c,M Mooketsi,14,31,36,61,1,0,8,2,714,343,37,9,769,0
1ce4f664,KS Bagabena,23,38,143,183,7,1,17,2,703,336,30,11,701,0
62479b4b,AA Premji,1,2,6,18,1,0,1,0,57,27,3,1,46,0
b692049a,AD Kamania,6,1,48,86,2,2,1,0,2,1,1,0,2,0
e28327c6,H Pragji,5,0,58,78,3,0,1,0,0,0,0,0,0,0
ddb41291,L Sreekumar,7,1,142,177,23,2,2,0,36,24,0,0,33,0
6e3f5a5c,R Ngarava,57,113,293,377,33,9,18,8,4124,2193,148,44,3893,0
3300d23c,SF Mire,49,24,1078,1300,103,31,11,0,574,265,14,1,574,0
b08252b8,RP Burl,117,82,2197,2165,165,83,60,4,1471,559,62,15,1672,0
dba4f593,Imran Ali,7,8,48,99,1,2,3,0,225,138,11,7,163,0
7fa79e6a,Qalandar Khan,9,0,228,349,27,5,3,0,0,0,0,0,0,0
aaf124ab,Fiaz Ahmad,3,4,13,28,2,0,1,0,161,93,4,3,138,0
7d42816e,Abdullah Ghulam,2,3,15,17,1,1,0,0,110,69,6,3,106,0
cc3ebe28,Haroon Shahid,6,8,60,97,5,2,2,0,269,174,11,3,191,0
01b45044,Mohammad Amin,16,6,290,394,24,5,6,0,71,35,1,0,81,0
04ed04d2,Ali Zaheer,24,7,445,535,30,12,14,1,136,84,2,0,87,0
0e34c23a,Adnan Idrees,28,26,359,290,43,16,9,1,472,179,29,3,592,0
910584a7,Usman Waheed,14,0,213,247,23,4,5,0,0,0,0,0,0,0
b5bb575c,Mohammed Ghulam,8,0,164,258,9,9,4,0,0,0,0,0,0,4
d754fde8,Zaheer Ibrahim,27,9,495,592,53,13,4,0,192,87,5,0,183,0
66f9ecc2,Aamir Javed,7,0,234,189,19,17,1,0,0,0,0,0,0,0
5d60560f,Imran Ali Butt,25,0,474,535,47,11,15,3,0,0,0,0,0,7
f20e7aac,W Uisuk,9,8,84,137,6,3,3,0,172,102,7,2,153,0
92593de0,J Chaturanga,11,3,305,347,22,20,2,0,73,39,2,0,56,0
fa5925b1,S Gawas,2,2,42,66,3,0,3,0,82,45,2,0,74,0
c0b6de1b,P Sungnard,4,5,28,35,3,0,5,0,99,40,7,3,117,0
dfa6db1a,Vichanath Singh,12,20,60,111,1,0,6,1,503,267,15,4,410,0
e6409ae1,Mohammed Sameer,13,0,311,349,28,13,4,0,0,0,0,0,0,0
44e00a4c,N Senamontree,17,34,76,133,1,2,1,0,772,437,47,14,672,0
de896b79,DF Jacobs,16,7,204,308,21,6,3,0,141,88,11,4,117,0
fa5f2d01,RR Raina,4,4,113,174,5,1,2,0,95,56,5,3,89,0
6cb83e8c,Azeem ul Haq,8,6,102,234,6,1,4,0,158,101,2,0,112,0
c7802609,B Sombatraksa,2,1,30,73,5,0,3,0,12,5,0,0,19,0
5cbeb83d,Tahir Dar,5,6,189,240,18,9,2,0,301,223,14,5,120,0
efa5d574,T Jeerapanthawong,1,0,3,4,0,0,1,0,0,0,0,0,0,2
c39ee9e0,Junaid Aziz,27,18,372,394,31,17,12,2,345,164,28,6,350,0
27128c74,Md Shafiqul Haque,11,1,191,221,14,8,3,0,18,4,2,0,26,5
b858d6a7,Jabbar Amjad,3,5,12,15,2,0,1,0,158,84,5,2,137,0
87ead66e,Mohamed Iqbal Noor,5,9,15,29,1,0,3,0,250,158,8,1,207,0
c65e0275,Babar Ali,5,6,10,31,0,0,4,0,293,192,10,4,164,0
d1d15fc9,GSPR Arachchige,4,4,67,146,6,0,0,0,97,65,5,3,56,0
4dc7b1c6,Sarbjot Singh,3,0,24,56,2,0,3,0,0,0,0,0,0,0
6ecb54f6,Awad Khan,1,2,10,12,2,0,0,0,29,12,1,0,33,0
b73625cb,Sarfraz Butt,2,0,21,20,1,0,5,3,0,0,0,0,0,3
db30162d,Omar Imtiaz,1,2,30,39,2,3,0,0,34,21,1,0,24,0
c10747c3,Imran Arif,9,10,127,121,11,7,5,0,267,151,21,8,247,0
55e0d2a1,Mohammad Afzal,12,11,155,217,5,7,2,0,257,110,15,4,234,0
b1a281cd,Shahbaz Rasheed,14,6,324,410,26,12,4,0,106,56,5,1,100,0
aef39fe4,Muhammad Tanveer,44,20,1326,1272,107,64,15,3,448,232,13,5,402,0
27c5715d,Khurram Shahzad,26,26,289,541,24,4,6,1,1046,621,38,21,871,0
732d1f2c,Muhammad Rafeh,3,0,37,19,3,3,1,0,0,0,0,0,0,0
a03ee6e1,Zhuang Zelin,12,0,56,107,3,0,3,0,0,0,0,0,0,0
e553e27f,K Senamontree,7,15,16,34,0,0,5,1,295,165,16,6,252,0
f3dc4c64,Ge Yongsheng,3,3,24,98,2,0,0,0,66,30,2,0,81,0
25bc2d36,N Pathan,10,7,158,158,10,8,1,0,89,44,4,0,106,0
200efd38,Zhang Peng,4,4,28,96,0,0,0,0,88,41,2,1,95,0
3749e6f1,Yan HuaWen,3,0,15,34,2,0,2,0,0,0,0,0,0,0
c3be0137,Ke Tiansheng,2,0,0,2,0,0,0,0,0,0,0,0,0,0
09bad297,W Maneerat,2,0,65,120,5,3,1,0,0,0,0,0,0,0
12c9c558,Wang Qi,5,6,3,18,0,0,1,1,116,57,5,5,99,0
1975849e,Kumar Subba,6,2,28,81,4,0,2,0,57,40,2,1,44,0
5a18b2f0,K Norbu,3,0,12,69,0,0,1,0,0,0,0,0,0,1
39799e49,T Wangchuk,22,24,104,192,8,2,15,3,530,215,22,10,663,0
33e72826,Nadeem Javed,4,8,79,56,7,5,1,0,246,143,8,2,205,0
04f0d409,S Pradhan,29,29,411,547,45,6,6,0,578,289,28,5,623,0
d7f1fe76,S Tobgay,10,6,214,406,23,1,3,0,229,101,2,0,271,0
72a7dcb5,DS Gurung,3,3,27,64,2,1,0,0,148,105,3,2,83,0
c01d1c0a,T Jamtsho,30,25,501,556,46,21,6,0,519,237,21,6,575,0
c0b177fd,R Pradhan,4,0,13,34,2,0,0,0,0,0,0,0,0,0
1ce56cb2,Inayat Saeed,6,0,109,121,7,7,3,0,0,0,0,0,0,4
e454c356,T Singye,7,6,27,64,2,0,1,0,106,40,7,0,144,0
55d07946,K Ghalley,7,0,50,97,4,0,1,0,0,0,0,0,0,0
286fab38,Tenzin Wangchuk jnr,7,2,57,98,7,1,4,0,39,19,0,0,50,0
88c3d82b,Jin Yonghao,2,1,3,7,0,0,2,0,60,29,0,0,61,0
d52ab778,Jiang Shuyao,6,0,57,122,5,0,2,0,0,0,0,0,0,0
f8516be3,Khadeer Mohammed,1,0,5,3,1,0,0,0,0,0,0,0,0,0
28333a06,Ye Weiji,1,0,4,29,0,0,0,0,0,0,0,0,0,0
eeb035e2,Mohammed Asghar,9,3,165,140,10,10,3,0,110,90,6,3,35,0
d21dce57,Bastaki Fahad,4,3,6,62,0,0,0,0,20,8,1,1,22,0
b053725f,Sajid Manzil,7,6,67,82,3,4,0,0,117,57,7,1,112,0
e7458e4b,Muhammad Kashif,18,15,286,266,17,15,2,1,276,103,14,3,330,0
9b0a0f12,Hasnat Ahmed,8,7,48,79,2,4,2,0,190,84,8,2,203,0
f208fe04,Muhammad Safdar,3,0,24,53,3,0,4,0,0,0,0,0,0,1
4b69776c,Bilal Mansoor,3,2,25,23,0,3,0,0,64,43,3,3,38,0
99c86133,CS Mugeri-Tiripano,59,0,1419,1575,183,6,15,2,0,0,0,0,0,0
94b30fa5,R Ntozakhe,7,32,8,30,0,0,5,0,1129,638,26,2,829,0
edf62a25,N Sibanda,21,61,119,289,9,0,19,12,1437,839,58,18,1075,0
07248d8e,L Paul,61,50,1214,1997,109,0,17,4,1083,474,35,11,961,0
a336b0fe,J Gray,10,0,112,193,11,0,1,1,0,0,0,0,0,0
4dde73be,LC Boylan,3,2,36,57,5,0,0,0,36,11,2,1,55,0
d284ef29,Rachel Delaney,21,23,140,294,8,0,6,0,640,330,18,5,502,0
ac8bca8d,L Maritz,20,26,130,191,13,2,7,0,626,294,22,13,605,0
9d87a319,A Beggs,3,5,11,39,1,0,0,0,210,107,5,0,171,0
ea544967,N de Klerk,123,140,1823,2318,176,15,29,8,4212,2108,157,63,3862,0
db873292,AC Mushangwe,11,39,104,191,12,0,9,3,784,385,49,14,694,0
4f86926b,L Little,15,16,77,94,6,2,10,2,338,134,5,1,392,0
def7b1bb,R Stokell,61,0,795,1019,72,8,9,2,0,0,0,0,0,0
e87e87ee,NM Parween,0,0,0,0,0,0,3,1,0,0,0,0,0,0
ef2bcebf,S MacMahon,20,24,152,175,15,0,5,1,570,257,17,5,491,0
f31ce798,J Thompson,7,7,171,215,9,11,3,0,193,92,7,1,197,0
00784913,SV Lazars,5,7,30,34,3,1,2,1,223,99,10,3,186,0
0b75f68c,G McClintock,1,1,10,30,1,0,1,0,6,1,0,0,11,0
913b4b9f,J Grassi,15,0,253,394,19,6,7,0,0,0,0,0,0,1
2e7d8121,ISS Samarasooriya,3,1,86,111,13,0,1,0,6,2,0,0,9,0
33f44dfc,M Topping,18,1,429,461,36,16,4,1,18,6,0,0,29,0
fefc7d47,D Barr,7,0,143,244,12,0,2,0,0,0,0,0,0,0
72683b68,Imran Butt,13,2,197,475,22,1,18,1,49,18,3,2,72,0
c7105dab,JA McCollum,75,4,1578,2056,187,29,21,1,84,51,1,0,49,0
33b3d2df,GJ Delany,121,96,2256,1901,198,106,44,3,1962,750,82,26,2246,0
0f9c9d1d,DC Delany,24,44,338,425,28,8,8,0,1253,561,44,16,1488,0
61816a9c,RN Gamble,2,3,6,5,1,0,1,0,42,20,3,1,53,0
3b10836b,T Stanton,0,3,0,0,0,0,1,0,63,19,4,1,78,0
a32dd94d,C Lewis,1,1,1,2,0,0,0,0,12,3,0,0,16,0
587acf57,J Magowan,1,0,1,1,0,0,1,0,0,0,0,0,0,1
a4d3be4d,A Sheridan,1,2,17,13,2,0,1,0,21,1,0,0,47,0
59ea70a4,HT Tector,185,58,4728,5506,401,114,93,10,1415,653,41,14,1328,0
398dd99c,N Pretorius,6,0,95,73,9,3,8,0,0,0,0,0,0,0
f6665e89,M Neville,1,1,2,6,0,0,0,0,24,10,0,0,29,0
574b4c01,G Kennedy,31,37,501,680,50,9,17,2,986,453,33,9,998,0
57c0f0c8,SF Grobler,2,2,45,44,4,1,0,0,18,8,0,0,29,0
2532a778,Muhammad Sadique,1,1,12,10,1,0,0,0,26,8,1,0,23,0
a7378253,RJ Forrest,5,0,104,101,9,3,2,0,0,0,0,0,0,0
9e894c5a,Arslan Anwar,1,0,2,4,0,0,0,0,0,0,0,0,0,0
596dfb4e,A Haggan,0,1,0,0,0,0,0,0,12,5,1,1,16,0
a994e43c,J Matchett,11,2,198,162,17,12,3,0,24,7,1,0,28,0
47773830,ARM Berry,1,0,24,35,2,0,0,0,0,0,0,0,0,0
068d27fe,A Heywood,0,1,0,0,0,0,0,0,12,4,0,0,15,0
0388d3bd,G King,1,1,12,10,2,0,0,0,20,7,2,0,23,0
f4a9e5a1,R Anders,6,6,23,34,1,0,4,0,114,56,3,0,123,0
900dc22e,C Hassett,7,0,142,160,17,0,3,0,0,0,0,0,0,0
24683341,M Bauer,1,1,0,1,0,0,0,0,7,3,0,0,7,0
211f48fe,K Ota,17,24,116,303,10,0,3,2,442,215,19,4,357,0
849b2fc1,F Vaelua,3,4,34,46,5,1,1,0,78,44,2,0,46,0
3aca2ed5,S Miyaji,19,24,180,353,12,0,3,2,514,266,21,2,391,0
c32bb7bb,LO Telea,6,7,55,130,7,0,2,0,165,123,15,2,82,0
79b4af2d,M Shiraishi,10,0,40,143,3,0,1,0,0,0,0,0,0,0
59aea698,MI Tato,2,7,0,7,0,0,1,0,153,100,11,3,83,0
ba3a1359,RSM Lili'i,17,5,212,285,19,0,9,0,104,68,6,4,61,0
f20e7e23,M Yanagida,35,27,390,626,30,2,3,5,504,245,30,8,363,0
db1068a6,M Uliao,3,5,17,35,1,0,2,0,110,79,6,2,40,0
10cfda7c,T Lafai,9,11,76,130,10,0,2,0,218,107,7,2,196,0
535e58f3,E Kobayashi,8,4,25,66,2,0,3,0,60,20,2,1,69,0
9235396c,R Endo,11,8,48,105,2,0,1,0,97,37,5,2,102,0
97fc39fd,M Kanno,13,10,81,174,8,0,0,0,156,73,5,4,129,0
c11e3209,A Umetani,2,2,7,19,0,0,0,0,16,8,0,0,23,0
bd0e3478,LA Bourne,6,0,26,61,3,0,3,0,0,0,0,0,0,6
48d34066,E Yamaguchi,6,0,17,46,0,0,1,1,0,0,0,0,0,3
ca9a7e09,VM Andrew,10,0,80,162,9,0,0,0,0,0,0,0,0,0
6f9a5dde,J Avok,5,0,63,122,6,0,0,0,0,0,0,0,0,0
fdd18ca0,V Langiatu,19,0,178,259,24,0,6,0,0,0,0,0,0,0
87ac786c,L Chilia,10,6,30,76,1,0,0,0,120,63,10,3,93,0
66c1accf,R Andrew,19,17,253,367,23,2,6,4,309,167,20,11,252,0
24ed1f75,S Solman,20,22,192,249,18,3,11,2,400,194,14,7,358,0
a0d07fd6,A Chilia,15,3,141,253,17,0,1,0,65,30,1,1,53,0
b0023708,N Navaika,16,19,161,306,11,1,1,0,379,194,31,5,282,0
88bcd09d,GP Tom,4,14,19,34,1,0,1,0,300,169,8,5,241,0
9e8d2c91,JC Sokomanu,7,0,26,47,2,1,2,0,0,0,0,0,0,0
0030a57d,M Tarimiala,7,0,22,67,0,0,7,2,0,0,0,0,0,7
c34bef04,J Chilia,1,1,1,1,0,0,0,0,8,3,1,0,12,0
314463cc,MV Fare,5,6,11,33,1,0,0,0,103,57,6,5,63,0
55223171,L Tastuki,5,8,33,47,2,0,3,1,204,125,9,4,119,0
b36ad0b9,K Ishimoto,1,3,1,8,0,0,0,0,65,34,4,1,49,0
34c205b1,A Kitayama,7,0,24,46,1,0,2,0,0,0,0,0,0,0
1feb0d3c,M Kenni,1,0,0,2,0,0,0,0,0,0,0,0,0,0
931a9a91,M Asama,2,0,1,10,0,0,0,0,0,0,0,0,0,0
50622bdd,KML Nonu,1,0,13,16,1,0,1,0,0,0,0,0,0,0
1b6d8ce9,D Kalifa,1,0,1,1,0,0,2,0,0,0,0,0,0,0
7b98981e,K Niras,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000a117,ETV Vaaetasi,2,0,9,17,1,0,0,0,0,0,0,0,0,0
5aac4f00,NM Ambo,0,8,0,0,0,0,4,0,137,75,9,7,99,0
502ad1dd,BS Adhihetty,12,2,269,448,21,1,2,0,37,21,3,0,21,0
cbabd6ad,NS Dhaliwal,79,25,2449,2781,202,79,38,3,522,282,16,5,468,0
c760c778,DN Pathirana,9,1,183,283,12,2,5,0,6,3,0,0,8,0
795df06c,AS Hansra,39,30,805,1297,59,16,13,1,677,306,18,4,620,0
f28a60e0,Saad Bin Zafar,62,98,864,976,72,21,28,2,3406,1899,141,60,2623,0
3a026eb4,Rizwan Cheema,56,40,911,801,85,48,17,0,1287,646,28,7,1110,0
e258a603,N Dutta,36,69,505,757,27,16,8,2,2397,1311,89,30,1757,0
82e81007,Hamza Tariq,51,0,744,753,63,36,49,3,0,0,0,0,0,13
ed97af2b,SS Dhindsa,13,17,167,218,3,6,7,1,622,334,25,7,578,0
7bf34437,C Pervez,9,34,44,63,4,1,5,0,1258,754,39,24,924,0
48f25627,Amjad Mahboob,44,71,189,218,11,12,14,3,2453,1287,108,32,2170,0
a7d4a5e9,S Appusamy,7,8,12,24,0,1,1,0,239,150,7,2,172,0
44c69e2b,S Vijayakumar,14,24,86,130,9,0,5,0,729,407,34,11,624,0
1f3e6df4,M Dharmichand,18,27,153,220,15,2,6,2,1203,789,40,13,794,0
a2ec22d2,A Mutreja,45,4,1281,1642,130,19,29,2,89,51,1,1,65,0
13598ebc,A Krishna,22,34,78,107,5,2,2,1,1150,648,55,11,1014,0
011f6b42,RG Mukasa,84,30,1793,1941,178,48,39,4,767,410,36,10,645,0
b56f5b6f,AE Paraam,39,26,1225,1571,108,26,8,3,678,351,24,4,610,0
18343026,S Ukani,3,0,84,107,7,1,1,0,0,0,0,0,0,0
baf0fc26,R Rohan,44,11,719,1055,78,11,19,2,244,123,7,5,228,0
8a3756a0,CR Suryawanshi,41,16,872,936,87,25,37,5,435,262,14,6,329,13
18db3f22,C Waiswa,16,23,123,174,11,3,5,0,515,279,23,11,488,0
e77e96de,DK Arinaitwe,20,20,234,431,14,0,6,0,843,467,22,5,638,0
9f9a728c,CR Kumarage,29,3,874,1164,97,17,11,2,27,18,2,2,13,0
2a6ccc1c,S Chandramohan,60,0,1500,1506,145,60,39,2,0,0,0,0,0,0
f092b4c7,Janak Prakash,55,63,743,829,39,23,27,3,1827,840,93,26,1954,0
3a2d873e,SP Patel,2,0,37,88,2,0,0,0,0,0,0,0,0,0
1aaebfe1,I Khaleel,3,0,5,21,0,0,4,0,0,0,0,0,0,3
d0a2319d,CC Alexander,1,1,44,40,5,1,0,0,28,10,0,0,24,0
cde6b673,PA Dahiwal,2,4,14,20,1,0,1,0,177,124,3,1,115,0
3bc24c1a,MK Patel,5,1,71,89,7,2,2,1,18,10,0,0,15,0
f7d267f7,NP Kenjige,48,91,436,637,30,5,19,7,3348,1791,102,29,2715,0
d1b5efdf,NCK Liyanage,3,6,15,19,1,0,1,0,162,103,5,2,129,0
f104c434,Muhammad Wafiq,22,44,58,107,4,2,7,1,1256,596,44,15,1236,0
78fcc740,Pavandeep Singh,28,99,49,219,1,0,18,4,3151,1803,130,49,2398,0
78bbeba1,Khizar Hayat,51,72,707,897,46,19,16,9,2287,1252,87,35,1771,0
